,Ti,Ni,Cu,Fe,Pd,Co,Mn,Cr,Nb,Zr,Hf
20925,37.5,49.5,0,0,0,0,0,0,0,0,13
20926,36.5,49.5,0,0,0,0,0,0,0,1,13
20927,35.5,49.5,0,0,0,0,0,0,0,2,13
20928,34.5,49.5,0,0,0,0,0,0,0,3,13
20929,33.5,49.5,0,0,0,0,0,0,0,4,13
20930,32.5,49.5,0,0,0,0,0,0,0,5,13
20931,31.5,49.5,0,0,0,0,0,0,0,6,13
20932,30.5,49.5,0,0,0,0,0,0,0,7,13
20933,36.5,49.5,0,0,0,0,0,0,0,0,14
20934,35.5,49.5,0,0,0,0,0,0,0,1,14
20935,34.5,49.5,0,0,0,0,0,0,0,2,14
20936,33.5,49.5,0,0,0,0,0,0,0,3,14
20937,32.5,49.5,0,0,0,0,0,0,0,4,14
20938,31.5,49.5,0,0,0,0,0,0,0,5,14
20939,30.5,49.5,0,0,0,0,0,0,0,6,14
20940,35.5,49.5,0,0,0,0,0,0,0,0,15
20941,34.5,49.5,0,0,0,0,0,0,0,1,15
20942,33.5,49.5,0,0,0,0,0,0,0,2,15
20943,32.5,49.5,0,0,0,0,0,0,0,3,15
20944,31.5,49.5,0,0,0,0,0,0,0,4,15
20945,30.5,49.5,0,0,0,0,0,0,0,5,15
20946,34.5,49.5,0,0,0,0,0,0,0,0,16
20947,33.5,49.5,0,0,0,0,0,0,0,1,16
20948,32.5,49.5,0,0,0,0,0,0,0,2,16
20949,31.5,49.5,0,0,0,0,0,0,0,3,16
20950,30.5,49.5,0,0,0,0,0,0,0,4,16
20951,33.5,49.5,0,0,0,0,0,0,0,0,17
20952,32.5,49.5,0,0,0,0,0,0,0,1,17
20953,31.5,49.5,0,0,0,0,0,0,0,2,17
20954,30.5,49.5,0,0,0,0,0,0,0,3,17
20955,32.5,49.5,0,0,0,0,0,0,0,0,18
20956,31.5,49.5,0,0,0,0,0,0,0,1,18
20957,30.5,49.5,0,0,0,0,0,0,0,2,18
20958,31.5,49.5,0,0,0,0,0,0,0,0,19
20959,30.5,49.5,0,0,0,0,0,0,0,1,19
20960,30.5,49.5,0,0,0,0,0,0,0,0,20
20961,39.4,49.6,0,0,0,0,0,0,0,11,0
20962,38.4,49.6,0,0,0,0,0,0,0,12,0
20963,37.4,49.6,0,0,0,0,0,0,0,13,0
20964,36.4,49.6,0,0,0,0,0,0,0,14,0
20965,35.4,49.6,0,0,0,0,0,0,0,15,0
20966,34.4,49.6,0,0,0,0,0,0,0,16,0
20967,33.4,49.6,0,0,0,0,0,0,0,17,0
20968,32.4,49.6,0,0,0,0,0,0,0,18,0
20969,31.4,49.6,0,0,0,0,0,0,0,19,0
20970,30.4,49.6,0,0,0,0,0,0,0,20,0
20971,39.4,49.6,0,0,0,0,0,0,0,10,1
20972,38.4,49.6,0,0,0,0,0,0,0,11,1
20973,37.4,49.6,0,0,0,0,0,0,0,12,1
20974,36.4,49.6,0,0,0,0,0,0,0,13,1
20975,35.4,49.6,0,0,0,0,0,0,0,14,1
20976,34.4,49.6,0,0,0,0,0,0,0,15,1
20977,33.4,49.6,0,0,0,0,0,0,0,16,1
20978,32.4,49.6,0,0,0,0,0,0,0,17,1
20979,31.4,49.6,0,0,0,0,0,0,0,18,1
20980,30.4,49.6,0,0,0,0,0,0,0,19,1
20981,39.4,49.6,0,0,0,0,0,0,0,9,2
20982,38.4,49.6,0,0,0,0,0,0,0,10,2
20983,37.4,49.6,0,0,0,0,0,0,0,11,2
20984,36.4,49.6,0,0,0,0,0,0,0,12,2
20985,35.4,49.6,0,0,0,0,0,0,0,13,2
20986,34.4,49.6,0,0,0,0,0,0,0,14,2
20987,33.4,49.6,0,0,0,0,0,0,0,15,2
20988,32.4,49.6,0,0,0,0,0,0,0,16,2
20989,31.4,49.6,0,0,0,0,0,0,0,17,2
20990,30.4,49.6,0,0,0,0,0,0,0,18,2
20991,39.4,49.6,0,0,0,0,0,0,0,8,3
20992,38.4,49.6,0,0,0,0,0,0,0,9,3
20993,37.4,49.6,0,0,0,0,0,0,0,10,3
20994,36.4,49.6,0,0,0,0,0,0,0,11,3
20995,35.4,49.6,0,0,0,0,0,0,0,12,3
20996,34.4,49.6,0,0,0,0,0,0,0,13,3
20997,33.4,49.6,0,0,0,0,0,0,0,14,3
20998,32.4,49.6,0,0,0,0,0,0,0,15,3
20999,31.4,49.6,0,0,0,0,0,0,0,16,3
21000,30.4,49.6,0,0,0,0,0,0,0,17,3
21001,39.4,49.6,0,0,0,0,0,0,0,7,4
21002,38.4,49.6,0,0,0,0,0,0,0,8,4
21003,37.4,49.6,0,0,0,0,0,0,0,9,4
21004,36.4,49.6,0,0,0,0,0,0,0,10,4
21005,35.4,49.6,0,0,0,0,0,0,0,11,4
21006,34.4,49.6,0,0,0,0,0,0,0,12,4
21007,33.4,49.6,0,0,0,0,0,0,0,13,4
21008,32.4,49.6,0,0,0,0,0,0,0,14,4
21009,31.4,49.6,0,0,0,0,0,0,0,15,4
21010,30.4,49.6,0,0,0,0,0,0,0,16,4
21011,39.4,49.6,0,0,0,0,0,0,0,6,5
21012,38.4,49.6,0,0,0,0,0,0,0,7,5
21013,37.4,49.6,0,0,0,0,0,0,0,8,5
21014,36.4,49.6,0,0,0,0,0,0,0,9,5
21015,35.4,49.6,0,0,0,0,0,0,0,10,5
21016,34.4,49.6,0,0,0,0,0,0,0,11,5
21017,33.4,49.6,0,0,0,0,0,0,0,12,5
21018,32.4,49.6,0,0,0,0,0,0,0,13,5
21019,31.4,49.6,0,0,0,0,0,0,0,14,5
21020,30.4,49.6,0,0,0,0,0,0,0,15,5
21021,39.4,49.6,0,0,0,0,0,0,0,5,6
21022,38.4,49.6,0,0,0,0,0,0,0,6,6
21023,37.4,49.6,0,0,0,0,0,0,0,7,6
21024,36.4,49.6,0,0,0,0,0,0,0,8,6
21025,35.4,49.6,0,0,0,0,0,0,0,9,6
21026,34.4,49.6,0,0,0,0,0,0,0,10,6
21027,33.4,49.6,0,0,0,0,0,0,0,11,6
21028,32.4,49.6,0,0,0,0,0,0,0,12,6
21029,31.4,49.6,0,0,0,0,0,0,0,13,6
21030,30.4,49.6,0,0,0,0,0,0,0,14,6
21031,39.4,49.6,0,0,0,0,0,0,0,4,7
21032,38.4,49.6,0,0,0,0,0,0,0,5,7
21033,37.4,49.6,0,0,0,0,0,0,0,6,7
21034,36.4,49.6,0,0,0,0,0,0,0,7,7
21035,35.4,49.6,0,0,0,0,0,0,0,8,7
21036,34.4,49.6,0,0,0,0,0,0,0,9,7
21037,33.4,49.6,0,0,0,0,0,0,0,10,7
21038,32.4,49.6,0,0,0,0,0,0,0,11,7
21039,31.4,49.6,0,0,0,0,0,0,0,12,7
21040,30.4,49.6,0,0,0,0,0,0,0,13,7
21041,39.4,49.6,0,0,0,0,0,0,0,3,8
21042,38.4,49.6,0,0,0,0,0,0,0,4,8
21043,37.4,49.6,0,0,0,0,0,0,0,5,8
21044,36.4,49.6,0,0,0,0,0,0,0,6,8
21045,35.4,49.6,0,0,0,0,0,0,0,7,8
21046,34.4,49.6,0,0,0,0,0,0,0,8,8
21047,33.4,49.6,0,0,0,0,0,0,0,9,8
21048,32.4,49.6,0,0,0,0,0,0,0,10,8
21049,31.4,49.6,0,0,0,0,0,0,0,11,8
21050,30.4,49.6,0,0,0,0,0,0,0,12,8
21051,39.4,49.6,0,0,0,0,0,0,0,2,9
21052,38.4,49.6,0,0,0,0,0,0,0,3,9
21053,37.4,49.6,0,0,0,0,0,0,0,4,9
21054,36.4,49.6,0,0,0,0,0,0,0,5,9
21055,35.4,49.6,0,0,0,0,0,0,0,6,9
21056,34.4,49.6,0,0,0,0,0,0,0,7,9
21057,33.4,49.6,0,0,0,0,0,0,0,8,9
21058,32.4,49.6,0,0,0,0,0,0,0,9,9
21059,31.4,49.6,0,0,0,0,0,0,0,10,9
21060,30.4,49.6,0,0,0,0,0,0,0,11,9
21061,39.4,49.6,0,0,0,0,0,0,0,1,10
21062,38.4,49.6,0,0,0,0,0,0,0,2,10
21063,37.4,49.6,0,0,0,0,0,0,0,3,10
21064,36.4,49.6,0,0,0,0,0,0,0,4,10
21065,35.4,49.6,0,0,0,0,0,0,0,5,10
21066,34.4,49.6,0,0,0,0,0,0,0,6,10
21067,33.4,49.6,0,0,0,0,0,0,0,7,10
21068,32.4,49.6,0,0,0,0,0,0,0,8,10
21069,31.4,49.6,0,0,0,0,0,0,0,9,10
21070,30.4,49.6,0,0,0,0,0,0,0,10,10
21071,39.4,49.6,0,0,0,0,0,0,0,0,11
21072,38.4,49.6,0,0,0,0,0,0,0,1,11
21073,37.4,49.6,0,0,0,0,0,0,0,2,11
21074,36.4,49.6,0,0,0,0,0,0,0,3,11
21075,35.4,49.6,0,0,0,0,0,0,0,4,11
21076,34.4,49.6,0,0,0,0,0,0,0,5,11
21077,33.4,49.6,0,0,0,0,0,0,0,6,11
21078,32.4,49.6,0,0,0,0,0,0,0,7,11
21079,31.4,49.6,0,0,0,0,0,0,0,8,11
21080,30.4,49.6,0,0,0,0,0,0,0,9,11
21081,38.4,49.6,0,0,0,0,0,0,0,0,12
21082,37.4,49.6,0,0,0,0,0,0,0,1,12
21083,36.4,49.6,0,0,0,0,0,0,0,2,12
21084,35.4,49.6,0,0,0,0,0,0,0,3,12
21085,34.4,49.6,0,0,0,0,0,0,0,4,12
21086,33.4,49.6,0,0,0,0,0,0,0,5,12
21087,32.4,49.6,0,0,0,0,0,0,0,6,12
21088,31.4,49.6,0,0,0,0,0,0,0,7,12
21089,30.4,49.6,0,0,0,0,0,0,0,8,12
21090,37.4,49.6,0,0,0,0,0,0,0,0,13
21091,36.4,49.6,0,0,0,0,0,0,0,1,13
21092,35.4,49.6,0,0,0,0,0,0,0,2,13
21093,34.4,49.6,0,0,0,0,0,0,0,3,13
21094,33.4,49.6,0,0,0,0,0,0,0,4,13
21095,32.4,49.6,0,0,0,0,0,0,0,5,13
21096,31.4,49.6,0,0,0,0,0,0,0,6,13
21097,30.4,49.6,0,0,0,0,0,0,0,7,13
21098,36.4,49.6,0,0,0,0,0,0,0,0,14
21099,35.4,49.6,0,0,0,0,0,0,0,1,14
21100,34.4,49.6,0,0,0,0,0,0,0,2,14
21101,33.4,49.6,0,0,0,0,0,0,0,3,14
21102,32.4,49.6,0,0,0,0,0,0,0,4,14
21103,31.4,49.6,0,0,0,0,0,0,0,5,14
21104,30.4,49.6,0,0,0,0,0,0,0,6,14
21105,35.4,49.6,0,0,0,0,0,0,0,0,15
21106,34.4,49.6,0,0,0,0,0,0,0,1,15
21107,33.4,49.6,0,0,0,0,0,0,0,2,15
21108,32.4,49.6,0,0,0,0,0,0,0,3,15
21109,31.4,49.6,0,0,0,0,0,0,0,4,15
21110,30.4,49.6,0,0,0,0,0,0,0,5,15
21111,34.4,49.6,0,0,0,0,0,0,0,0,16
21112,33.4,49.6,0,0,0,0,0,0,0,1,16
21113,32.4,49.6,0,0,0,0,0,0,0,2,16
21114,31.4,49.6,0,0,0,0,0,0,0,3,16
21115,30.4,49.6,0,0,0,0,0,0,0,4,16
21116,33.4,49.6,0,0,0,0,0,0,0,0,17
21117,32.4,49.6,0,0,0,0,0,0,0,1,17
21118,31.4,49.6,0,0,0,0,0,0,0,2,17
21119,30.4,49.6,0,0,0,0,0,0,0,3,17
21120,32.4,49.6,0,0,0,0,0,0,0,0,18
21121,31.4,49.6,0,0,0,0,0,0,0,1,18
21122,30.4,49.6,0,0,0,0,0,0,0,2,18
21123,31.4,49.6,0,0,0,0,0,0,0,0,19
21124,30.4,49.6,0,0,0,0,0,0,0,1,19
21125,30.4,49.6,0,0,0,0,0,0,0,0,20
21126,39.3,49.7,0,0,0,0,0,0,0,11,0
21127,38.3,49.7,0,0,0,0,0,0,0,12,0
21128,37.3,49.7,0,0,0,0,0,0,0,13,0
21129,36.3,49.7,0,0,0,0,0,0,0,14,0
21130,35.3,49.7,0,0,0,0,0,0,0,15,0
21131,34.3,49.7,0,0,0,0,0,0,0,16,0
21132,33.3,49.7,0,0,0,0,0,0,0,17,0
21133,32.3,49.7,0,0,0,0,0,0,0,18,0
21134,31.3,49.7,0,0,0,0,0,0,0,19,0
21135,30.3,49.7,0,0,0,0,0,0,0,20,0
21136,39.3,49.7,0,0,0,0,0,0,0,10,1
21137,38.3,49.7,0,0,0,0,0,0,0,11,1
21138,37.3,49.7,0,0,0,0,0,0,0,12,1
21139,36.3,49.7,0,0,0,0,0,0,0,13,1
21140,35.3,49.7,0,0,0,0,0,0,0,14,1
21141,34.3,49.7,0,0,0,0,0,0,0,15,1
21142,33.3,49.7,0,0,0,0,0,0,0,16,1
21143,32.3,49.7,0,0,0,0,0,0,0,17,1
21144,31.3,49.7,0,0,0,0,0,0,0,18,1
21145,30.3,49.7,0,0,0,0,0,0,0,19,1
21146,39.3,49.7,0,0,0,0,0,0,0,9,2
21147,38.3,49.7,0,0,0,0,0,0,0,10,2
21148,37.3,49.7,0,0,0,0,0,0,0,11,2
21149,36.3,49.7,0,0,0,0,0,0,0,12,2
21150,35.3,49.7,0,0,0,0,0,0,0,13,2
21151,34.3,49.7,0,0,0,0,0,0,0,14,2
21152,33.3,49.7,0,0,0,0,0,0,0,15,2
21153,32.3,49.7,0,0,0,0,0,0,0,16,2
21154,31.3,49.7,0,0,0,0,0,0,0,17,2
21155,30.3,49.7,0,0,0,0,0,0,0,18,2
21156,39.3,49.7,0,0,0,0,0,0,0,8,3
21157,38.3,49.7,0,0,0,0,0,0,0,9,3
21158,37.3,49.7,0,0,0,0,0,0,0,10,3
21159,36.3,49.7,0,0,0,0,0,0,0,11,3
21160,35.3,49.7,0,0,0,0,0,0,0,12,3
21161,34.3,49.7,0,0,0,0,0,0,0,13,3
21162,33.3,49.7,0,0,0,0,0,0,0,14,3
21163,32.3,49.7,0,0,0,0,0,0,0,15,3
21164,31.3,49.7,0,0,0,0,0,0,0,16,3
21165,30.3,49.7,0,0,0,0,0,0,0,17,3
21166,39.3,49.7,0,0,0,0,0,0,0,7,4
21167,38.3,49.7,0,0,0,0,0,0,0,8,4
21168,37.3,49.7,0,0,0,0,0,0,0,9,4
21169,36.3,49.7,0,0,0,0,0,0,0,10,4
21170,35.3,49.7,0,0,0,0,0,0,0,11,4
21171,34.3,49.7,0,0,0,0,0,0,0,12,4
21172,33.3,49.7,0,0,0,0,0,0,0,13,4
21173,32.3,49.7,0,0,0,0,0,0,0,14,4
21174,31.3,49.7,0,0,0,0,0,0,0,15,4
21175,30.3,49.7,0,0,0,0,0,0,0,16,4
21176,39.3,49.7,0,0,0,0,0,0,0,6,5
21177,38.3,49.7,0,0,0,0,0,0,0,7,5
21178,37.3,49.7,0,0,0,0,0,0,0,8,5
21179,36.3,49.7,0,0,0,0,0,0,0,9,5
21180,35.3,49.7,0,0,0,0,0,0,0,10,5
21181,34.3,49.7,0,0,0,0,0,0,0,11,5
21182,33.3,49.7,0,0,0,0,0,0,0,12,5
21183,32.3,49.7,0,0,0,0,0,0,0,13,5
21184,31.3,49.7,0,0,0,0,0,0,0,14,5
21185,30.3,49.7,0,0,0,0,0,0,0,15,5
21186,39.3,49.7,0,0,0,0,0,0,0,5,6
21187,38.3,49.7,0,0,0,0,0,0,0,6,6
21188,37.3,49.7,0,0,0,0,0,0,0,7,6
21189,36.3,49.7,0,0,0,0,0,0,0,8,6
21190,35.3,49.7,0,0,0,0,0,0,0,9,6
21191,34.3,49.7,0,0,0,0,0,0,0,10,6
21192,33.3,49.7,0,0,0,0,0,0,0,11,6
21193,32.3,49.7,0,0,0,0,0,0,0,12,6
21194,31.3,49.7,0,0,0,0,0,0,0,13,6
21195,30.3,49.7,0,0,0,0,0,0,0,14,6
21196,39.3,49.7,0,0,0,0,0,0,0,4,7
21197,38.3,49.7,0,0,0,0,0,0,0,5,7
21198,37.3,49.7,0,0,0,0,0,0,0,6,7
21199,36.3,49.7,0,0,0,0,0,0,0,7,7
21200,35.3,49.7,0,0,0,0,0,0,0,8,7
21201,34.3,49.7,0,0,0,0,0,0,0,9,7
21202,33.3,49.7,0,0,0,0,0,0,0,10,7
21203,32.3,49.7,0,0,0,0,0,0,0,11,7
21204,31.3,49.7,0,0,0,0,0,0,0,12,7
21205,30.3,49.7,0,0,0,0,0,0,0,13,7
21206,39.3,49.7,0,0,0,0,0,0,0,3,8
21207,38.3,49.7,0,0,0,0,0,0,0,4,8
21208,37.3,49.7,0,0,0,0,0,0,0,5,8
21209,36.3,49.7,0,0,0,0,0,0,0,6,8
21210,35.3,49.7,0,0,0,0,0,0,0,7,8
21211,34.3,49.7,0,0,0,0,0,0,0,8,8
21212,33.3,49.7,0,0,0,0,0,0,0,9,8
21213,32.3,49.7,0,0,0,0,0,0,0,10,8
21214,31.3,49.7,0,0,0,0,0,0,0,11,8
21215,30.3,49.7,0,0,0,0,0,0,0,12,8
21216,39.3,49.7,0,0,0,0,0,0,0,2,9
21217,38.3,49.7,0,0,0,0,0,0,0,3,9
21218,37.3,49.7,0,0,0,0,0,0,0,4,9
21219,36.3,49.7,0,0,0,0,0,0,0,5,9
21220,35.3,49.7,0,0,0,0,0,0,0,6,9
21221,34.3,49.7,0,0,0,0,0,0,0,7,9
21222,33.3,49.7,0,0,0,0,0,0,0,8,9
21223,32.3,49.7,0,0,0,0,0,0,0,9,9
21224,31.3,49.7,0,0,0,0,0,0,0,10,9
21225,30.3,49.7,0,0,0,0,0,0,0,11,9
21226,39.3,49.7,0,0,0,0,0,0,0,1,10
21227,38.3,49.7,0,0,0,0,0,0,0,2,10
21228,37.3,49.7,0,0,0,0,0,0,0,3,10
21229,36.3,49.7,0,0,0,0,0,0,0,4,10
21230,35.3,49.7,0,0,0,0,0,0,0,5,10
21231,34.3,49.7,0,0,0,0,0,0,0,6,10
21232,33.3,49.7,0,0,0,0,0,0,0,7,10
21233,32.3,49.7,0,0,0,0,0,0,0,8,10
21234,31.3,49.7,0,0,0,0,0,0,0,9,10
21235,30.3,49.7,0,0,0,0,0,0,0,10,10
21236,39.3,49.7,0,0,0,0,0,0,0,0,11
21237,38.3,49.7,0,0,0,0,0,0,0,1,11
21238,37.3,49.7,0,0,0,0,0,0,0,2,11
21239,36.3,49.7,0,0,0,0,0,0,0,3,11
21240,35.3,49.7,0,0,0,0,0,0,0,4,11
21241,34.3,49.7,0,0,0,0,0,0,0,5,11
21242,33.3,49.7,0,0,0,0,0,0,0,6,11
21243,32.3,49.7,0,0,0,0,0,0,0,7,11
21244,31.3,49.7,0,0,0,0,0,0,0,8,11
21245,30.3,49.7,0,0,0,0,0,0,0,9,11
21246,38.3,49.7,0,0,0,0,0,0,0,0,12
21247,37.3,49.7,0,0,0,0,0,0,0,1,12
21248,36.3,49.7,0,0,0,0,0,0,0,2,12
21249,35.3,49.7,0,0,0,0,0,0,0,3,12
21250,34.3,49.7,0,0,0,0,0,0,0,4,12
21251,33.3,49.7,0,0,0,0,0,0,0,5,12
21252,32.3,49.7,0,0,0,0,0,0,0,6,12
21253,31.3,49.7,0,0,0,0,0,0,0,7,12
21254,30.3,49.7,0,0,0,0,0,0,0,8,12
21255,37.3,49.7,0,0,0,0,0,0,0,0,13
21256,36.3,49.7,0,0,0,0,0,0,0,1,13
21257,35.3,49.7,0,0,0,0,0,0,0,2,13
21258,34.3,49.7,0,0,0,0,0,0,0,3,13
21259,33.3,49.7,0,0,0,0,0,0,0,4,13
21260,32.3,49.7,0,0,0,0,0,0,0,5,13
21261,31.3,49.7,0,0,0,0,0,0,0,6,13
21262,30.3,49.7,0,0,0,0,0,0,0,7,13
21263,36.3,49.7,0,0,0,0,0,0,0,0,14
21264,35.3,49.7,0,0,0,0,0,0,0,1,14
21265,34.3,49.7,0,0,0,0,0,0,0,2,14
21266,33.3,49.7,0,0,0,0,0,0,0,3,14
21267,32.3,49.7,0,0,0,0,0,0,0,4,14
21268,31.3,49.7,0,0,0,0,0,0,0,5,14
21269,30.3,49.7,0,0,0,0,0,0,0,6,14
21270,35.3,49.7,0,0,0,0,0,0,0,0,15
21271,34.3,49.7,0,0,0,0,0,0,0,1,15
21272,33.3,49.7,0,0,0,0,0,0,0,2,15
21273,32.3,49.7,0,0,0,0,0,0,0,3,15
21274,31.3,49.7,0,0,0,0,0,0,0,4,15
21275,30.3,49.7,0,0,0,0,0,0,0,5,15
21276,34.3,49.7,0,0,0,0,0,0,0,0,16
21277,33.3,49.7,0,0,0,0,0,0,0,1,16
21278,32.3,49.7,0,0,0,0,0,0,0,2,16
21279,31.3,49.7,0,0,0,0,0,0,0,3,16
21280,30.3,49.7,0,0,0,0,0,0,0,4,16
21281,33.3,49.7,0,0,0,0,0,0,0,0,17
21282,32.3,49.7,0,0,0,0,0,0,0,1,17
21283,31.3,49.7,0,0,0,0,0,0,0,2,17
21284,30.3,49.7,0,0,0,0,0,0,0,3,17
21285,32.3,49.7,0,0,0,0,0,0,0,0,18
21286,31.3,49.7,0,0,0,0,0,0,0,1,18
21287,30.3,49.7,0,0,0,0,0,0,0,2,18
21288,31.3,49.7,0,0,0,0,0,0,0,0,19
21289,30.3,49.7,0,0,0,0,0,0,0,1,19
21290,30.3,49.7,0,0,0,0,0,0,0,0,20
21291,39.2,49.8,0,0,0,0,0,0,0,11,0
21292,38.2,49.8,0,0,0,0,0,0,0,12,0
21293,37.2,49.8,0,0,0,0,0,0,0,13,0
21294,36.2,49.8,0,0,0,0,0,0,0,14,0
21295,35.2,49.8,0,0,0,0,0,0,0,15,0
21296,34.2,49.8,0,0,0,0,0,0,0,16,0
21297,33.2,49.8,0,0,0,0,0,0,0,17,0
21298,32.2,49.8,0,0,0,0,0,0,0,18,0
21299,31.2,49.8,0,0,0,0,0,0,0,19,0
21300,30.2,49.8,0,0,0,0,0,0,0,20,0
21301,39.2,49.8,0,0,0,0,0,0,0,10,1
21302,38.2,49.8,0,0,0,0,0,0,0,11,1
21303,37.2,49.8,0,0,0,0,0,0,0,12,1
21304,36.2,49.8,0,0,0,0,0,0,0,13,1
21305,35.2,49.8,0,0,0,0,0,0,0,14,1
21306,34.2,49.8,0,0,0,0,0,0,0,15,1
21307,33.2,49.8,0,0,0,0,0,0,0,16,1
21308,32.2,49.8,0,0,0,0,0,0,0,17,1
21309,31.2,49.8,0,0,0,0,0,0,0,18,1
21310,30.2,49.8,0,0,0,0,0,0,0,19,1
21311,39.2,49.8,0,0,0,0,0,0,0,9,2
21312,38.2,49.8,0,0,0,0,0,0,0,10,2
21313,37.2,49.8,0,0,0,0,0,0,0,11,2
21314,36.2,49.8,0,0,0,0,0,0,0,12,2
21315,35.2,49.8,0,0,0,0,0,0,0,13,2
21316,34.2,49.8,0,0,0,0,0,0,0,14,2
21317,33.2,49.8,0,0,0,0,0,0,0,15,2
21318,32.2,49.8,0,0,0,0,0,0,0,16,2
21319,31.2,49.8,0,0,0,0,0,0,0,17,2
21320,30.2,49.8,0,0,0,0,0,0,0,18,2
21321,39.2,49.8,0,0,0,0,0,0,0,8,3
21322,38.2,49.8,0,0,0,0,0,0,0,9,3
21323,37.2,49.8,0,0,0,0,0,0,0,10,3
21324,36.2,49.8,0,0,0,0,0,0,0,11,3
21325,35.2,49.8,0,0,0,0,0,0,0,12,3
21326,34.2,49.8,0,0,0,0,0,0,0,13,3
21327,33.2,49.8,0,0,0,0,0,0,0,14,3
21328,32.2,49.8,0,0,0,0,0,0,0,15,3
21329,31.2,49.8,0,0,0,0,0,0,0,16,3
21330,30.2,49.8,0,0,0,0,0,0,0,17,3
21331,39.2,49.8,0,0,0,0,0,0,0,7,4
21332,38.2,49.8,0,0,0,0,0,0,0,8,4
21333,37.2,49.8,0,0,0,0,0,0,0,9,4
21334,36.2,49.8,0,0,0,0,0,0,0,10,4
21335,35.2,49.8,0,0,0,0,0,0,0,11,4
21336,34.2,49.8,0,0,0,0,0,0,0,12,4
21337,33.2,49.8,0,0,0,0,0,0,0,13,4
21338,32.2,49.8,0,0,0,0,0,0,0,14,4
21339,31.2,49.8,0,0,0,0,0,0,0,15,4
21340,30.2,49.8,0,0,0,0,0,0,0,16,4
21341,39.2,49.8,0,0,0,0,0,0,0,6,5
21342,38.2,49.8,0,0,0,0,0,0,0,7,5
21343,37.2,49.8,0,0,0,0,0,0,0,8,5
21344,36.2,49.8,0,0,0,0,0,0,0,9,5
21345,35.2,49.8,0,0,0,0,0,0,0,10,5
21346,34.2,49.8,0,0,0,0,0,0,0,11,5
21347,33.2,49.8,0,0,0,0,0,0,0,12,5
21348,32.2,49.8,0,0,0,0,0,0,0,13,5
21349,31.2,49.8,0,0,0,0,0,0,0,14,5
21350,30.2,49.8,0,0,0,0,0,0,0,15,5
21351,39.2,49.8,0,0,0,0,0,0,0,5,6
21352,38.2,49.8,0,0,0,0,0,0,0,6,6
21353,37.2,49.8,0,0,0,0,0,0,0,7,6
21354,36.2,49.8,0,0,0,0,0,0,0,8,6
21355,35.2,49.8,0,0,0,0,0,0,0,9,6
21356,34.2,49.8,0,0,0,0,0,0,0,10,6
21357,33.2,49.8,0,0,0,0,0,0,0,11,6
21358,32.2,49.8,0,0,0,0,0,0,0,12,6
21359,31.2,49.8,0,0,0,0,0,0,0,13,6
21360,30.2,49.8,0,0,0,0,0,0,0,14,6
21361,39.2,49.8,0,0,0,0,0,0,0,4,7
21362,38.2,49.8,0,0,0,0,0,0,0,5,7
21363,37.2,49.8,0,0,0,0,0,0,0,6,7
21364,36.2,49.8,0,0,0,0,0,0,0,7,7
21365,35.2,49.8,0,0,0,0,0,0,0,8,7
21366,34.2,49.8,0,0,0,0,0,0,0,9,7
21367,33.2,49.8,0,0,0,0,0,0,0,10,7
21368,32.2,49.8,0,0,0,0,0,0,0,11,7
21369,31.2,49.8,0,0,0,0,0,0,0,12,7
21370,30.2,49.8,0,0,0,0,0,0,0,13,7
21371,39.2,49.8,0,0,0,0,0,0,0,3,8
21372,38.2,49.8,0,0,0,0,0,0,0,4,8
21373,37.2,49.8,0,0,0,0,0,0,0,5,8
21374,36.2,49.8,0,0,0,0,0,0,0,6,8
21375,35.2,49.8,0,0,0,0,0,0,0,7,8
21376,34.2,49.8,0,0,0,0,0,0,0,8,8
21377,33.2,49.8,0,0,0,0,0,0,0,9,8
21378,32.2,49.8,0,0,0,0,0,0,0,10,8
21379,31.2,49.8,0,0,0,0,0,0,0,11,8
21380,30.2,49.8,0,0,0,0,0,0,0,12,8
21381,39.2,49.8,0,0,0,0,0,0,0,2,9
21382,38.2,49.8,0,0,0,0,0,0,0,3,9
21383,37.2,49.8,0,0,0,0,0,0,0,4,9
21384,36.2,49.8,0,0,0,0,0,0,0,5,9
21385,35.2,49.8,0,0,0,0,0,0,0,6,9
21386,34.2,49.8,0,0,0,0,0,0,0,7,9
21387,33.2,49.8,0,0,0,0,0,0,0,8,9
21388,32.2,49.8,0,0,0,0,0,0,0,9,9
21389,31.2,49.8,0,0,0,0,0,0,0,10,9
21390,30.2,49.8,0,0,0,0,0,0,0,11,9
21391,39.2,49.8,0,0,0,0,0,0,0,1,10
21392,38.2,49.8,0,0,0,0,0,0,0,2,10
21393,37.2,49.8,0,0,0,0,0,0,0,3,10
21394,36.2,49.8,0,0,0,0,0,0,0,4,10
21395,35.2,49.8,0,0,0,0,0,0,0,5,10
21396,34.2,49.8,0,0,0,0,0,0,0,6,10
21397,33.2,49.8,0,0,0,0,0,0,0,7,10
21398,32.2,49.8,0,0,0,0,0,0,0,8,10
21399,31.2,49.8,0,0,0,0,0,0,0,9,10
21400,30.2,49.8,0,0,0,0,0,0,0,10,10
21401,39.2,49.8,0,0,0,0,0,0,0,0,11
21402,38.2,49.8,0,0,0,0,0,0,0,1,11
21403,37.2,49.8,0,0,0,0,0,0,0,2,11
21404,36.2,49.8,0,0,0,0,0,0,0,3,11
21405,35.2,49.8,0,0,0,0,0,0,0,4,11
