,Ti,Ni,Cu,Fe,Pd,Co,Mn,Cr,Nb,Zr,Hf
20444,30.8,49.2,0,0,0,0,0,0,0,6,14
20445,35.8,49.2,0,0,0,0,0,0,0,0,15
20446,34.8,49.2,0,0,0,0,0,0,0,1,15
20447,33.8,49.2,0,0,0,0,0,0,0,2,15
20448,32.8,49.2,0,0,0,0,0,0,0,3,15
20449,31.8,49.2,0,0,0,0,0,0,0,4,15
20450,30.8,49.2,0,0,0,0,0,0,0,5,15
20451,34.8,49.2,0,0,0,0,0,0,0,0,16
20452,33.8,49.2,0,0,0,0,0,0,0,1,16
20453,32.8,49.2,0,0,0,0,0,0,0,2,16
20454,31.8,49.2,0,0,0,0,0,0,0,3,16
20455,30.8,49.2,0,0,0,0,0,0,0,4,16
20456,33.8,49.2,0,0,0,0,0,0,0,0,17
20457,32.8,49.2,0,0,0,0,0,0,0,1,17
20458,31.8,49.2,0,0,0,0,0,0,0,2,17
20459,30.8,49.2,0,0,0,0,0,0,0,3,17
20460,32.8,49.2,0,0,0,0,0,0,0,0,18
20461,31.8,49.2,0,0,0,0,0,0,0,1,18
20462,30.8,49.2,0,0,0,0,0,0,0,2,18
20463,31.8,49.2,0,0,0,0,0,0,0,0,19
20464,30.8,49.2,0,0,0,0,0,0,0,1,19
20465,30.8,49.2,0,0,0,0,0,0,0,0,20
20466,39.7,49.3,0,0,0,0,0,0,0,11,0
20467,38.7,49.3,0,0,0,0,0,0,0,12,0
20468,37.7,49.3,0,0,0,0,0,0,0,13,0
20469,36.7,49.3,0,0,0,0,0,0,0,14,0
20470,35.7,49.3,0,0,0,0,0,0,0,15,0
20471,34.7,49.3,0,0,0,0,0,0,0,16,0
20472,33.7,49.3,0,0,0,0,0,0,0,17,0
20473,32.7,49.3,0,0,0,0,0,0,0,18,0
20474,31.7,49.3,0,0,0,0,0,0,0,19,0
20475,30.7,49.3,0,0,0,0,0,0,0,20,0
20476,39.7,49.3,0,0,0,0,0,0,0,10,1
20477,38.7,49.3,0,0,0,0,0,0,0,11,1
20478,37.7,49.3,0,0,0,0,0,0,0,12,1
20479,36.7,49.3,0,0,0,0,0,0,0,13,1
20480,35.7,49.3,0,0,0,0,0,0,0,14,1
20481,34.7,49.3,0,0,0,0,0,0,0,15,1
20482,33.7,49.3,0,0,0,0,0,0,0,16,1
20483,32.7,49.3,0,0,0,0,0,0,0,17,1
20484,31.7,49.3,0,0,0,0,0,0,0,18,1
20485,30.7,49.3,0,0,0,0,0,0,0,19,1
20486,39.7,49.3,0,0,0,0,0,0,0,9,2
20487,38.7,49.3,0,0,0,0,0,0,0,10,2
20488,37.7,49.3,0,0,0,0,0,0,0,11,2
20489,36.7,49.3,0,0,0,0,0,0,0,12,2
20490,35.7,49.3,0,0,0,0,0,0,0,13,2
20491,34.7,49.3,0,0,0,0,0,0,0,14,2
20492,33.7,49.3,0,0,0,0,0,0,0,15,2
20493,32.7,49.3,0,0,0,0,0,0,0,16,2
20494,31.7,49.3,0,0,0,0,0,0,0,17,2
20495,30.7,49.3,0,0,0,0,0,0,0,18,2
20496,39.7,49.3,0,0,0,0,0,0,0,8,3
20497,38.7,49.3,0,0,0,0,0,0,0,9,3
20498,37.7,49.3,0,0,0,0,0,0,0,10,3
20499,36.7,49.3,0,0,0,0,0,0,0,11,3
20500,35.7,49.3,0,0,0,0,0,0,0,12,3
20501,34.7,49.3,0,0,0,0,0,0,0,13,3
20502,33.7,49.3,0,0,0,0,0,0,0,14,3
20503,32.7,49.3,0,0,0,0,0,0,0,15,3
20504,31.7,49.3,0,0,0,0,0,0,0,16,3
20505,30.7,49.3,0,0,0,0,0,0,0,17,3
20506,39.7,49.3,0,0,0,0,0,0,0,7,4
20507,38.7,49.3,0,0,0,0,0,0,0,8,4
20508,37.7,49.3,0,0,0,0,0,0,0,9,4
20509,36.7,49.3,0,0,0,0,0,0,0,10,4
20510,35.7,49.3,0,0,0,0,0,0,0,11,4
20511,34.7,49.3,0,0,0,0,0,0,0,12,4
20512,33.7,49.3,0,0,0,0,0,0,0,13,4
20513,32.7,49.3,0,0,0,0,0,0,0,14,4
20514,31.7,49.3,0,0,0,0,0,0,0,15,4
20515,30.7,49.3,0,0,0,0,0,0,0,16,4
20516,39.7,49.3,0,0,0,0,0,0,0,6,5
20517,38.7,49.3,0,0,0,0,0,0,0,7,5
20518,37.7,49.3,0,0,0,0,0,0,0,8,5
20519,36.7,49.3,0,0,0,0,0,0,0,9,5
20520,35.7,49.3,0,0,0,0,0,0,0,10,5
20521,34.7,49.3,0,0,0,0,0,0,0,11,5
20522,33.7,49.3,0,0,0,0,0,0,0,12,5
20523,32.7,49.3,0,0,0,0,0,0,0,13,5
20524,31.7,49.3,0,0,0,0,0,0,0,14,5
20525,30.7,49.3,0,0,0,0,0,0,0,15,5
20526,39.7,49.3,0,0,0,0,0,0,0,5,6
20527,38.7,49.3,0,0,0,0,0,0,0,6,6
20528,37.7,49.3,0,0,0,0,0,0,0,7,6
20529,36.7,49.3,0,0,0,0,0,0,0,8,6
20530,35.7,49.3,0,0,0,0,0,0,0,9,6
20531,34.7,49.3,0,0,0,0,0,0,0,10,6
20532,33.7,49.3,0,0,0,0,0,0,0,11,6
20533,32.7,49.3,0,0,0,0,0,0,0,12,6
20534,31.7,49.3,0,0,0,0,0,0,0,13,6
20535,30.7,49.3,0,0,0,0,0,0,0,14,6
20536,39.7,49.3,0,0,0,0,0,0,0,4,7
20537,38.7,49.3,0,0,0,0,0,0,0,5,7
20538,37.7,49.3,0,0,0,0,0,0,0,6,7
20539,36.7,49.3,0,0,0,0,0,0,0,7,7
20540,35.7,49.3,0,0,0,0,0,0,0,8,7
20541,34.7,49.3,0,0,0,0,0,0,0,9,7
20542,33.7,49.3,0,0,0,0,0,0,0,10,7
20543,32.7,49.3,0,0,0,0,0,0,0,11,7
20544,31.7,49.3,0,0,0,0,0,0,0,12,7
20545,30.7,49.3,0,0,0,0,0,0,0,13,7
20546,39.7,49.3,0,0,0,0,0,0,0,3,8
20547,38.7,49.3,0,0,0,0,0,0,0,4,8
20548,37.7,49.3,0,0,0,0,0,0,0,5,8
20549,36.7,49.3,0,0,0,0,0,0,0,6,8
20550,35.7,49.3,0,0,0,0,0,0,0,7,8
20551,34.7,49.3,0,0,0,0,0,0,0,8,8
20552,33.7,49.3,0,0,0,0,0,0,0,9,8
20553,32.7,49.3,0,0,0,0,0,0,0,10,8
20554,31.7,49.3,0,0,0,0,0,0,0,11,8
20555,30.7,49.3,0,0,0,0,0,0,0,12,8
20556,39.7,49.3,0,0,0,0,0,0,0,2,9
20557,38.7,49.3,0,0,0,0,0,0,0,3,9
20558,37.7,49.3,0,0,0,0,0,0,0,4,9
20559,36.7,49.3,0,0,0,0,0,0,0,5,9
20560,35.7,49.3,0,0,0,0,0,0,0,6,9
20561,34.7,49.3,0,0,0,0,0,0,0,7,9
20562,33.7,49.3,0,0,0,0,0,0,0,8,9
20563,32.7,49.3,0,0,0,0,0,0,0,9,9
20564,31.7,49.3,0,0,0,0,0,0,0,10,9
20565,30.7,49.3,0,0,0,0,0,0,0,11,9
20566,39.7,49.3,0,0,0,0,0,0,0,1,10
20567,38.7,49.3,0,0,0,0,0,0,0,2,10
20568,37.7,49.3,0,0,0,0,0,0,0,3,10
20569,36.7,49.3,0,0,0,0,0,0,0,4,10
20570,35.7,49.3,0,0,0,0,0,0,0,5,10
20571,34.7,49.3,0,0,0,0,0,0,0,6,10
20572,33.7,49.3,0,0,0,0,0,0,0,7,10
20573,32.7,49.3,0,0,0,0,0,0,0,8,10
20574,31.7,49.3,0,0,0,0,0,0,0,9,10
20575,30.7,49.3,0,0,0,0,0,0,0,10,10
20576,39.7,49.3,0,0,0,0,0,0,0,0,11
20577,38.7,49.3,0,0,0,0,0,0,0,1,11
20578,37.7,49.3,0,0,0,0,0,0,0,2,11
20579,36.7,49.3,0,0,0,0,0,0,0,3,11
20580,35.7,49.3,0,0,0,0,0,0,0,4,11
20581,34.7,49.3,0,0,0,0,0,0,0,5,11
20582,33.7,49.3,0,0,0,0,0,0,0,6,11
20583,32.7,49.3,0,0,0,0,0,0,0,7,11
20584,31.7,49.3,0,0,0,0,0,0,0,8,11
20585,30.7,49.3,0,0,0,0,0,0,0,9,11
20586,38.7,49.3,0,0,0,0,0,0,0,0,12
20587,37.7,49.3,0,0,0,0,0,0,0,1,12
20588,36.7,49.3,0,0,0,0,0,0,0,2,12
20589,35.7,49.3,0,0,0,0,0,0,0,3,12
20590,34.7,49.3,0,0,0,0,0,0,0,4,12
20591,33.7,49.3,0,0,0,0,0,0,0,5,12
20592,32.7,49.3,0,0,0,0,0,0,0,6,12
20593,31.7,49.3,0,0,0,0,0,0,0,7,12
20594,30.7,49.3,0,0,0,0,0,0,0,8,12
20595,37.7,49.3,0,0,0,0,0,0,0,0,13
20596,36.7,49.3,0,0,0,0,0,0,0,1,13
20597,35.7,49.3,0,0,0,0,0,0,0,2,13
20598,34.7,49.3,0,0,0,0,0,0,0,3,13
20599,33.7,49.3,0,0,0,0,0,0,0,4,13
20600,32.7,49.3,0,0,0,0,0,0,0,5,13
20601,31.7,49.3,0,0,0,0,0,0,0,6,13
20602,30.7,49.3,0,0,0,0,0,0,0,7,13
20603,36.7,49.3,0,0,0,0,0,0,0,0,14
20604,35.7,49.3,0,0,0,0,0,0,0,1,14
20605,34.7,49.3,0,0,0,0,0,0,0,2,14
20606,33.7,49.3,0,0,0,0,0,0,0,3,14
20607,32.7,49.3,0,0,0,0,0,0,0,4,14
20608,31.7,49.3,0,0,0,0,0,0,0,5,14
20609,30.7,49.3,0,0,0,0,0,0,0,6,14
20610,35.7,49.3,0,0,0,0,0,0,0,0,15
20611,34.7,49.3,0,0,0,0,0,0,0,1,15
20612,33.7,49.3,0,0,0,0,0,0,0,2,15
20613,32.7,49.3,0,0,0,0,0,0,0,3,15
20614,31.7,49.3,0,0,0,0,0,0,0,4,15
20615,30.7,49.3,0,0,0,0,0,0,0,5,15
20616,34.7,49.3,0,0,0,0,0,0,0,0,16
20617,33.7,49.3,0,0,0,0,0,0,0,1,16
20618,32.7,49.3,0,0,0,0,0,0,0,2,16
20619,31.7,49.3,0,0,0,0,0,0,0,3,16
20620,30.7,49.3,0,0,0,0,0,0,0,4,16
20621,33.7,49.3,0,0,0,0,0,0,0,0,17
20622,32.7,49.3,0,0,0,0,0,0,0,1,17
20623,31.7,49.3,0,0,0,0,0,0,0,2,17
20624,30.7,49.3,0,0,0,0,0,0,0,3,17
20625,32.7,49.3,0,0,0,0,0,0,0,0,18
20626,31.7,49.3,0,0,0,0,0,0,0,1,18
20627,30.7,49.3,0,0,0,0,0,0,0,2,18
20628,31.7,49.3,0,0,0,0,0,0,0,0,19
20629,30.7,49.3,0,0,0,0,0,0,0,1,19
20630,30.7,49.3,0,0,0,0,0,0,0,0,20
20631,39.6,49.4,0,0,0,0,0,0,0,11,0
20632,38.6,49.4,0,0,0,0,0,0,0,12,0
20633,37.6,49.4,0,0,0,0,0,0,0,13,0
20634,36.6,49.4,0,0,0,0,0,0,0,14,0
20635,35.6,49.4,0,0,0,0,0,0,0,15,0
20636,34.6,49.4,0,0,0,0,0,0,0,16,0
20637,33.6,49.4,0,0,0,0,0,0,0,17,0
20638,32.6,49.4,0,0,0,0,0,0,0,18,0
20639,31.6,49.4,0,0,0,0,0,0,0,19,0
20640,30.6,49.4,0,0,0,0,0,0,0,20,0
20641,39.6,49.4,0,0,0,0,0,0,0,10,1
20642,38.6,49.4,0,0,0,0,0,0,0,11,1
20643,37.6,49.4,0,0,0,0,0,0,0,12,1
20644,36.6,49.4,0,0,0,0,0,0,0,13,1
20645,35.6,49.4,0,0,0,0,0,0,0,14,1
20646,34.6,49.4,0,0,0,0,0,0,0,15,1
20647,33.6,49.4,0,0,0,0,0,0,0,16,1
20648,32.6,49.4,0,0,0,0,0,0,0,17,1
20649,31.6,49.4,0,0,0,0,0,0,0,18,1
20650,30.6,49.4,0,0,0,0,0,0,0,19,1
20651,39.6,49.4,0,0,0,0,0,0,0,9,2
20652,38.6,49.4,0,0,0,0,0,0,0,10,2
20653,37.6,49.4,0,0,0,0,0,0,0,11,2
20654,36.6,49.4,0,0,0,0,0,0,0,12,2
20655,35.6,49.4,0,0,0,0,0,0,0,13,2
20656,34.6,49.4,0,0,0,0,0,0,0,14,2
20657,33.6,49.4,0,0,0,0,0,0,0,15,2
20658,32.6,49.4,0,0,0,0,0,0,0,16,2
20659,31.6,49.4,0,0,0,0,0,0,0,17,2
20660,30.6,49.4,0,0,0,0,0,0,0,18,2
20661,39.6,49.4,0,0,0,0,0,0,0,8,3
20662,38.6,49.4,0,0,0,0,0,0,0,9,3
20663,37.6,49.4,0,0,0,0,0,0,0,10,3
20664,36.6,49.4,0,0,0,0,0,0,0,11,3
20665,35.6,49.4,0,0,0,0,0,0,0,12,3
20666,34.6,49.4,0,0,0,0,0,0,0,13,3
20667,33.6,49.4,0,0,0,0,0,0,0,14,3
20668,32.6,49.4,0,0,0,0,0,0,0,15,3
20669,31.6,49.4,0,0,0,0,0,0,0,16,3
20670,30.6,49.4,0,0,0,0,0,0,0,17,3
20671,39.6,49.4,0,0,0,0,0,0,0,7,4
20672,38.6,49.4,0,0,0,0,0,0,0,8,4
20673,37.6,49.4,0,0,0,0,0,0,0,9,4
20674,36.6,49.4,0,0,0,0,0,0,0,10,4
20675,35.6,49.4,0,0,0,0,0,0,0,11,4
20676,34.6,49.4,0,0,0,0,0,0,0,12,4
20677,33.6,49.4,0,0,0,0,0,0,0,13,4
20678,32.6,49.4,0,0,0,0,0,0,0,14,4
20679,31.6,49.4,0,0,0,0,0,0,0,15,4
20680,30.6,49.4,0,0,0,0,0,0,0,16,4
20681,39.6,49.4,0,0,0,0,0,0,0,6,5
20682,38.6,49.4,0,0,0,0,0,0,0,7,5
20683,37.6,49.4,0,0,0,0,0,0,0,8,5
20684,36.6,49.4,0,0,0,0,0,0,0,9,5
20685,35.6,49.4,0,0,0,0,0,0,0,10,5
20686,34.6,49.4,0,0,0,0,0,0,0,11,5
20687,33.6,49.4,0,0,0,0,0,0,0,12,5
20688,32.6,49.4,0,0,0,0,0,0,0,13,5
20689,31.6,49.4,0,0,0,0,0,0,0,14,5
20690,30.6,49.4,0,0,0,0,0,0,0,15,5
20691,39.6,49.4,0,0,0,0,0,0,0,5,6
20692,38.6,49.4,0,0,0,0,0,0,0,6,6
20693,37.6,49.4,0,0,0,0,0,0,0,7,6
20694,36.6,49.4,0,0,0,0,0,0,0,8,6
20695,35.6,49.4,0,0,0,0,0,0,0,9,6
20696,34.6,49.4,0,0,0,0,0,0,0,10,6
20697,33.6,49.4,0,0,0,0,0,0,0,11,6
20698,32.6,49.4,0,0,0,0,0,0,0,12,6
20699,31.6,49.4,0,0,0,0,0,0,0,13,6
20700,30.6,49.4,0,0,0,0,0,0,0,14,6
20701,39.6,49.4,0,0,0,0,0,0,0,4,7
20702,38.6,49.4,0,0,0,0,0,0,0,5,7
20703,37.6,49.4,0,0,0,0,0,0,0,6,7
20704,36.6,49.4,0,0,0,0,0,0,0,7,7
20705,35.6,49.4,0,0,0,0,0,0,0,8,7
20706,34.6,49.4,0,0,0,0,0,0,0,9,7
20707,33.6,49.4,0,0,0,0,0,0,0,10,7
20708,32.6,49.4,0,0,0,0,0,0,0,11,7
20709,31.6,49.4,0,0,0,0,0,0,0,12,7
20710,30.6,49.4,0,0,0,0,0,0,0,13,7
20711,39.6,49.4,0,0,0,0,0,0,0,3,8
20712,38.6,49.4,0,0,0,0,0,0,0,4,8
20713,37.6,49.4,0,0,0,0,0,0,0,5,8
20714,36.6,49.4,0,0,0,0,0,0,0,6,8
20715,35.6,49.4,0,0,0,0,0,0,0,7,8
20716,34.6,49.4,0,0,0,0,0,0,0,8,8
20717,33.6,49.4,0,0,0,0,0,0,0,9,8
20718,32.6,49.4,0,0,0,0,0,0,0,10,8
20719,31.6,49.4,0,0,0,0,0,0,0,11,8
20720,30.6,49.4,0,0,0,0,0,0,0,12,8
20721,39.6,49.4,0,0,0,0,0,0,0,2,9
20722,38.6,49.4,0,0,0,0,0,0,0,3,9
20723,37.6,49.4,0,0,0,0,0,0,0,4,9
20724,36.6,49.4,0,0,0,0,0,0,0,5,9
20725,35.6,49.4,0,0,0,0,0,0,0,6,9
20726,34.6,49.4,0,0,0,0,0,0,0,7,9
20727,33.6,49.4,0,0,0,0,0,0,0,8,9
20728,32.6,49.4,0,0,0,0,0,0,0,9,9
20729,31.6,49.4,0,0,0,0,0,0,0,10,9
20730,30.6,49.4,0,0,0,0,0,0,0,11,9
20731,39.6,49.4,0,0,0,0,0,0,0,1,10
20732,38.6,49.4,0,0,0,0,0,0,0,2,10
20733,37.6,49.4,0,0,0,0,0,0,0,3,10
20734,36.6,49.4,0,0,0,0,0,0,0,4,10
20735,35.6,49.4,0,0,0,0,0,0,0,5,10
20736,34.6,49.4,0,0,0,0,0,0,0,6,10
20737,33.6,49.4,0,0,0,0,0,0,0,7,10
20738,32.6,49.4,0,0,0,0,0,0,0,8,10
20739,31.6,49.4,0,0,0,0,0,0,0,9,10
20740,30.6,49.4,0,0,0,0,0,0,0,10,10
20741,39.6,49.4,0,0,0,0,0,0,0,0,11
20742,38.6,49.4,0,0,0,0,0,0,0,1,11
20743,37.6,49.4,0,0,0,0,0,0,0,2,11
20744,36.6,49.4,0,0,0,0,0,0,0,3,11
20745,35.6,49.4,0,0,0,0,0,0,0,4,11
20746,34.6,49.4,0,0,0,0,0,0,0,5,11
20747,33.6,49.4,0,0,0,0,0,0,0,6,11
20748,32.6,49.4,0,0,0,0,0,0,0,7,11
20749,31.6,49.4,0,0,0,0,0,0,0,8,11
20750,30.6,49.4,0,0,0,0,0,0,0,9,11
20751,38.6,49.4,0,0,0,0,0,0,0,0,12
20752,37.6,49.4,0,0,0,0,0,0,0,1,12
20753,36.6,49.4,0,0,0,0,0,0,0,2,12
20754,35.6,49.4,0,0,0,0,0,0,0,3,12
20755,34.6,49.4,0,0,0,0,0,0,0,4,12
20756,33.6,49.4,0,0,0,0,0,0,0,5,12
20757,32.6,49.4,0,0,0,0,0,0,0,6,12
20758,31.6,49.4,0,0,0,0,0,0,0,7,12
20759,30.6,49.4,0,0,0,0,0,0,0,8,12
20760,37.6,49.4,0,0,0,0,0,0,0,0,13
20761,36.6,49.4,0,0,0,0,0,0,0,1,13
20762,35.6,49.4,0,0,0,0,0,0,0,2,13
20763,34.6,49.4,0,0,0,0,0,0,0,3,13
20764,33.6,49.4,0,0,0,0,0,0,0,4,13
20765,32.6,49.4,0,0,0,0,0,0,0,5,13
20766,31.6,49.4,0,0,0,0,0,0,0,6,13
20767,30.6,49.4,0,0,0,0,0,0,0,7,13
20768,36.6,49.4,0,0,0,0,0,0,0,0,14
20769,35.6,49.4,0,0,0,0,0,0,0,1,14
20770,34.6,49.4,0,0,0,0,0,0,0,2,14
20771,33.6,49.4,0,0,0,0,0,0,0,3,14
20772,32.6,49.4,0,0,0,0,0,0,0,4,14
20773,31.6,49.4,0,0,0,0,0,0,0,5,14
20774,30.6,49.4,0,0,0,0,0,0,0,6,14
20775,35.6,49.4,0,0,0,0,0,0,0,0,15
20776,34.6,49.4,0,0,0,0,0,0,0,1,15
20777,33.6,49.4,0,0,0,0,0,0,0,2,15
20778,32.6,49.4,0,0,0,0,0,0,0,3,15
20779,31.6,49.4,0,0,0,0,0,0,0,4,15
20780,30.6,49.4,0,0,0,0,0,0,0,5,15
20781,34.6,49.4,0,0,0,0,0,0,0,0,16
20782,33.6,49.4,0,0,0,0,0,0,0,1,16
20783,32.6,49.4,0,0,0,0,0,0,0,2,16
20784,31.6,49.4,0,0,0,0,0,0,0,3,16
20785,30.6,49.4,0,0,0,0,0,0,0,4,16
20786,33.6,49.4,0,0,0,0,0,0,0,0,17
20787,32.6,49.4,0,0,0,0,0,0,0,1,17
20788,31.6,49.4,0,0,0,0,0,0,0,2,17
20789,30.6,49.4,0,0,0,0,0,0,0,3,17
20790,32.6,49.4,0,0,0,0,0,0,0,0,18
20791,31.6,49.4,0,0,0,0,0,0,0,1,18
20792,30.6,49.4,0,0,0,0,0,0,0,2,18
20793,31.6,49.4,0,0,0,0,0,0,0,0,19
20794,30.6,49.4,0,0,0,0,0,0,0,1,19
20795,30.6,49.4,0,0,0,0,0,0,0,0,20
20796,39.5,49.5,0,0,0,0,0,0,0,11,0
20797,38.5,49.5,0,0,0,0,0,0,0,12,0
20798,37.5,49.5,0,0,0,0,0,0,0,13,0
20799,36.5,49.5,0,0,0,0,0,0,0,14,0
20800,35.5,49.5,0,0,0,0,0,0,0,15,0
20801,34.5,49.5,0,0,0,0,0,0,0,16,0
20802,33.5,49.5,0,0,0,0,0,0,0,17,0
20803,32.5,49.5,0,0,0,0,0,0,0,18,0
20804,31.5,49.5,0,0,0,0,0,0,0,19,0
20805,30.5,49.5,0,0,0,0,0,0,0,20,0
20806,39.5,49.5,0,0,0,0,0,0,0,10,1
20807,38.5,49.5,0,0,0,0,0,0,0,11,1
20808,37.5,49.5,0,0,0,0,0,0,0,12,1
20809,36.5,49.5,0,0,0,0,0,0,0,13,1
20810,35.5,49.5,0,0,0,0,0,0,0,14,1
20811,34.5,49.5,0,0,0,0,0,0,0,15,1
20812,33.5,49.5,0,0,0,0,0,0,0,16,1
20813,32.5,49.5,0,0,0,0,0,0,0,17,1
20814,31.5,49.5,0,0,0,0,0,0,0,18,1
20815,30.5,49.5,0,0,0,0,0,0,0,19,1
20816,39.5,49.5,0,0,0,0,0,0,0,9,2
20817,38.5,49.5,0,0,0,0,0,0,0,10,2
20818,37.5,49.5,0,0,0,0,0,0,0,11,2
20819,36.5,49.5,0,0,0,0,0,0,0,12,2
20820,35.5,49.5,0,0,0,0,0,0,0,13,2
20821,34.5,49.5,0,0,0,0,0,0,0,14,2
20822,33.5,49.5,0,0,0,0,0,0,0,15,2
20823,32.5,49.5,0,0,0,0,0,0,0,16,2
20824,31.5,49.5,0,0,0,0,0,0,0,17,2
20825,30.5,49.5,0,0,0,0,0,0,0,18,2
20826,39.5,49.5,0,0,0,0,0,0,0,8,3
20827,38.5,49.5,0,0,0,0,0,0,0,9,3
20828,37.5,49.5,0,0,0,0,0,0,0,10,3
20829,36.5,49.5,0,0,0,0,0,0,0,11,3
20830,35.5,49.5,0,0,0,0,0,0,0,12,3
20831,34.5,49.5,0,0,0,0,0,0,0,13,3
20832,33.5,49.5,0,0,0,0,0,0,0,14,3
20833,32.5,49.5,0,0,0,0,0,0,0,15,3
20834,31.5,49.5,0,0,0,0,0,0,0,16,3
20835,30.5,49.5,0,0,0,0,0,0,0,17,3
20836,39.5,49.5,0,0,0,0,0,0,0,7,4
20837,38.5,49.5,0,0,0,0,0,0,0,8,4
20838,37.5,49.5,0,0,0,0,0,0,0,9,4
20839,36.5,49.5,0,0,0,0,0,0,0,10,4
20840,35.5,49.5,0,0,0,0,0,0,0,11,4
20841,34.5,49.5,0,0,0,0,0,0,0,12,4
20842,33.5,49.5,0,0,0,0,0,0,0,13,4
20843,32.5,49.5,0,0,0,0,0,0,0,14,4
20844,31.5,49.5,0,0,0,0,0,0,0,15,4
20845,30.5,49.5,0,0,0,0,0,0,0,16,4
20846,39.5,49.5,0,0,0,0,0,0,0,6,5
20847,38.5,49.5,0,0,0,0,0,0,0,7,5
20848,37.5,49.5,0,0,0,0,0,0,0,8,5
20849,36.5,49.5,0,0,0,0,0,0,0,9,5
20850,35.5,49.5,0,0,0,0,0,0,0,10,5
20851,34.5,49.5,0,0,0,0,0,0,0,11,5
20852,33.5,49.5,0,0,0,0,0,0,0,12,5
20853,32.5,49.5,0,0,0,0,0,0,0,13,5
20854,31.5,49.5,0,0,0,0,0,0,0,14,5
20855,30.5,49.5,0,0,0,0,0,0,0,15,5
20856,39.5,49.5,0,0,0,0,0,0,0,5,6
20857,38.5,49.5,0,0,0,0,0,0,0,6,6
20858,37.5,49.5,0,0,0,0,0,0,0,7,6
20859,36.5,49.5,0,0,0,0,0,0,0,8,6
20860,35.5,49.5,0,0,0,0,0,0,0,9,6
20861,34.5,49.5,0,0,0,0,0,0,0,10,6
20862,33.5,49.5,0,0,0,0,0,0,0,11,6
20863,32.5,49.5,0,0,0,0,0,0,0,12,6
20864,31.5,49.5,0,0,0,0,0,0,0,13,6
20865,30.5,49.5,0,0,0,0,0,0,0,14,6
20866,39.5,49.5,0,0,0,0,0,0,0,4,7
20867,38.5,49.5,0,0,0,0,0,0,0,5,7
20868,37.5,49.5,0,0,0,0,0,0,0,6,7
20869,36.5,49.5,0,0,0,0,0,0,0,7,7
20870,35.5,49.5,0,0,0,0,0,0,0,8,7
20871,34.5,49.5,0,0,0,0,0,0,0,9,7
20872,33.5,49.5,0,0,0,0,0,0,0,10,7
20873,32.5,49.5,0,0,0,0,0,0,0,11,7
20874,31.5,49.5,0,0,0,0,0,0,0,12,7
20875,30.5,49.5,0,0,0,0,0,0,0,13,7
20876,39.5,49.5,0,0,0,0,0,0,0,3,8
20877,38.5,49.5,0,0,0,0,0,0,0,4,8
20878,37.5,49.5,0,0,0,0,0,0,0,5,8
20879,36.5,49.5,0,0,0,0,0,0,0,6,8
20880,35.5,49.5,0,0,0,0,0,0,0,7,8
20881,34.5,49.5,0,0,0,0,0,0,0,8,8
20882,33.5,49.5,0,0,0,0,0,0,0,9,8
20883,32.5,49.5,0,0,0,0,0,0,0,10,8
20884,31.5,49.5,0,0,0,0,0,0,0,11,8
20885,30.5,49.5,0,0,0,0,0,0,0,12,8
20886,39.5,49.5,0,0,0,0,0,0,0,2,9
20887,38.5,49.5,0,0,0,0,0,0,0,3,9
20888,37.5,49.5,0,0,0,0,0,0,0,4,9
20889,36.5,49.5,0,0,0,0,0,0,0,5,9
20890,35.5,49.5,0,0,0,0,0,0,0,6,9
20891,34.5,49.5,0,0,0,0,0,0,0,7,9
20892,33.5,49.5,0,0,0,0,0,0,0,8,9
20893,32.5,49.5,0,0,0,0,0,0,0,9,9
20894,31.5,49.5,0,0,0,0,0,0,0,10,9
20895,30.5,49.5,0,0,0,0,0,0,0,11,9
20896,39.5,49.5,0,0,0,0,0,0,0,1,10
20897,38.5,49.5,0,0,0,0,0,0,0,2,10
20898,37.5,49.5,0,0,0,0,0,0,0,3,10
20899,36.5,49.5,0,0,0,0,0,0,0,4,10
20900,35.5,49.5,0,0,0,0,0,0,0,5,10
20901,34.5,49.5,0,0,0,0,0,0,0,6,10
20902,33.5,49.5,0,0,0,0,0,0,0,7,10
20903,32.5,49.5,0,0,0,0,0,0,0,8,10
20904,31.5,49.5,0,0,0,0,0,0,0,9,10
20905,30.5,49.5,0,0,0,0,0,0,0,10,10
20906,39.5,49.5,0,0,0,0,0,0,0,0,11
20907,38.5,49.5,0,0,0,0,0,0,0,1,11
20908,37.5,49.5,0,0,0,0,0,0,0,2,11
20909,36.5,49.5,0,0,0,0,0,0,0,3,11
20910,35.5,49.5,0,0,0,0,0,0,0,4,11
20911,34.5,49.5,0,0,0,0,0,0,0,5,11
20912,33.5,49.5,0,0,0,0,0,0,0,6,11
20913,32.5,49.5,0,0,0,0,0,0,0,7,11
20914,31.5,49.5,0,0,0,0,0,0,0,8,11
20915,30.5,49.5,0,0,0,0,0,0,0,9,11
20916,38.5,49.5,0,0,0,0,0,0,0,0,12
20917,37.5,49.5,0,0,0,0,0,0,0,1,12
20918,36.5,49.5,0,0,0,0,0,0,0,2,12
20919,35.5,49.5,0,0,0,0,0,0,0,3,12
20920,34.5,49.5,0,0,0,0,0,0,0,4,12
20921,33.5,49.5,0,0,0,0,0,0,0,5,12
20922,32.5,49.5,0,0,0,0,0,0,0,6,12
20923,31.5,49.5,0,0,0,0,0,0,0,7,12
20924,30.5,49.5,0,0,0,0,0,0,0,8,12
