,Ti,Ni,Cu,Fe,Pd,Co,Mn,Cr,Nb,Zr,Hf,hp
380,39.9,44.1,5,0,0,0,0,0,0,6,5,153.67470164955012
381,38.9,44.1,5,0,0,0,0,0,0,7,5,166.05235015290964
382,37.9,44.1,5,0,0,0,0,0,0,8,5,178.573870244727
383,36.9,44.1,5,0,0,0,0,0,0,9,5,191.23926192495856
384,35.9,44.1,5,0,0,0,0,0,0,10,5,204.04852519358974
385,34.9,44.1,5,0,0,0,0,0,0,11,5,217.00166005064966
386,33.9,44.1,5,0,0,0,0,0,0,12,5,230.09866649628384
387,32.9,44.1,5,0,0,0,0,0,0,13,5,243.33954453031765
388,31.9,44.1,5,0,0,0,0,0,0,14,5,256.72429415251827
389,30.9,44.1,5,0,0,0,0,0,0,15,5,270.25291536259465
390,39.9,44.1,5,0,0,0,0,0,0,5,6,151.40790704767278
391,38.9,44.1,5,0,0,0,0,0,0,6,6,164.2742728494486
392,37.9,44.1,5,0,0,0,0,0,0,7,6,177.28451023975504
393,36.9,44.1,5,0,0,0,0,0,0,8,6,190.43861921824282
394,35.9,44.1,5,0,0,0,0,0,0,9,6,203.7365997855086
395,34.9,44.1,5,0,0,0,0,0,0,10,6,217.17845194094116
396,33.9,44.1,5,0,0,0,0,0,0,11,6,230.76417568462784
397,32.9,44.1,5,0,0,0,0,0,0,12,6,244.49377101671416
398,31.9,44.1,5,0,0,0,0,0,0,13,6,258.36723793810233
399,30.9,44.1,5,0,0,0,0,0,0,14,6,272.38457644643495
400,39.9,44.1,5,0,0,0,0,0,0,4,7,149.01271597572486
401,38.9,44.1,5,0,0,0,0,0,0,5,7,162.367799075917
402,37.9,44.1,5,0,0,0,0,0,0,6,7,175.8667537644942
403,36.9,44.1,5,0,0,0,0,0,0,7,7,189.50958004122367
404,35.9,44.1,5,0,0,0,0,0,0,8,7,203.2962779068621
405,34.9,44.1,5,0,0,0,0,0,0,9,7,217.22684736058
406,33.9,44.1,5,0,0,0,0,0,0,10,7,231.30128840290126
407,32.9,44.1,5,0,0,0,0,0,0,11,7,245.5196010338259
408,31.9,44.1,5,0,0,0,0,0,0,12,7,259.88178525283
409,30.9,44.1,5,0,0,0,0,0,0,13,7,274.3878410598845
410,39.9,44.1,5,0,0,0,0,0,0,3,8,146.48912843344442
411,38.9,44.1,5,0,0,0,0,0,0,4,8,160.33292883202375
412,37.9,44.1,5,0,0,0,0,0,0,5,8,174.32060081887175
413,36.9,44.1,5,0,0,0,0,0,0,6,8,188.45214439419215
414,35.9,44.1,5,0,0,0,0,0,0,7,8,202.72755955782486
415,34.9,44.1,5,0,0,0,0,0,0,8,8,217.14684631026466
416,33.9,44.1,5,0,0,0,0,0,0,9,8,231.71000465095858
417,32.9,44.1,5,0,0,0,0,0,0,10,8,246.41703457952826
418,31.9,44.1,5,0,0,0,0,0,0,11,8,261.267936097458
419,30.9,44.1,5,0,0,0,0,0,0,12,8,276.26270920346724
420,39.9,44.1,5,0,0,0,0,0,0,2,9,143.83714442091878
421,38.9,44.1,5,0,0,0,0,0,0,3,9,158.16966211781255
422,37.9,44.1,5,0,0,0,0,0,0,4,9,172.64605140316417
423,36.9,44.1,5,0,0,0,0,0,0,5,9,187.2663122768572
424,35.9,44.1,5,0,0,0,0,0,0,6,9,202.0304447390081
425,34.9,44.1,5,0,0,0,0,0,0,7,9,216.93844878967502
426,33.9,44.1,5,0,0,0,0,0,0,8,9,231.99032442842145
427,32.9,44.1,5,0,0,0,0,0,0,9,9,247.18607165580033
428,31.9,44.1,5,0,0,0,0,0,0,10,9,262.5256904717535
429,30.9,44.1,5,0,0,0,0,0,0,11,9,278.0091808757861
430,39.9,44.1,5,0,0,0,0,0,0,1,10,141.05676393813337
431,38.9,44.1,5,0,0,0,0,0,0,2,10,155.8779989333998
432,37.9,44.1,5,0,0,0,0,0,0,3,10,170.84310551726958
433,36.9,44.1,5,0,0,0,0,0,0,4,10,185.95208368933527
434,35.9,44.1,5,0,0,0,0,0,0,5,10,201.204933449917
435,34.9,44.1,5,0,0,0,0,0,0,6,10,216.60165479881107
436,33.9,44.1,5,0,0,0,0,0,0,7,10,232.1422477362794
437,32.9,44.1,5,0,0,0,0,0,0,8,10,247.82671226200182
438,31.9,44.1,5,0,0,0,0,0,0,9,10,263.6550483760366
439,30.9,44.1,5,0,0,0,0,0,0,10,10,279.62725607922766
440,39.9,44.1,5,0,0,0,0,0,0,0,11,138.14798698516097
441,38.9,44.1,5,0,0,0,0,0,0,1,11,153.4579392788437
442,37.9,44.1,5,0,0,0,0,0,0,2,11,168.9117631609406
443,36.9,44.1,5,0,0,0,0,0,0,3,11,184.50945863127708
444,35.9,44.1,5,0,0,0,0,0,0,4,11,200.25102569031878
445,34.9,44.1,5,0,0,0,0,0,0,5,11,216.136464337731
446,33.9,44.1,5,0,0,0,0,0,0,6,11,232.16577457336825
447,32.9,44.1,5,0,0,0,0,0,0,7,11,248.33895639784168
448,31.9,44.1,5,0,0,0,0,0,0,8,11,264.65600981001626
449,30.9,44.1,5,0,0,0,0,0,0,9,11,281.1169348114636
450,38.9,44.1,5,0,0,0,0,0,0,0,12,150.9094831538241
451,37.9,44.1,5,0,0,0,0,0,0,1,12,166.8520243344974
452,36.9,44.1,5,0,0,0,0,0,0,2,12,182.938437103483
453,35.9,44.1,5,0,0,0,0,0,0,3,12,199.16872146070818
454,34.9,44.1,5,0,0,0,0,0,0,4,12,215.54287740626023
455,33.9,44.1,5,0,0,0,0,0,0,5,12,232.06090494064847
456,32.9,44.1,5,0,0,0,0,0,0,6,12,248.72280406329082
457,31.9,44.1,5,0,0,0,0,0,0,7,12,265.52857477392536
458,30.9,44.1,5,0,0,0,0,0,0,8,12,282.4782170734252
459,37.9,44.1,5,0,0,0,0,0,0,0,13,164.66388903777988
460,36.9,44.1,5,0,0,0,0,0,0,1,13,181.23901910510904
461,35.9,44.1,5,0,0,0,0,0,0,2,13,197.95802076091059
462,34.9,44.1,5,0,0,0,0,0,0,3,13,214.82089400480618
463,33.9,44.1,5,0,0,0,0,0,0,4,13,231.82763883724692
464,32.9,44.1,5,0,0,0,0,0,0,5,13,248.97825525855296
465,31.9,44.1,5,0,0,0,0,0,0,6,13,266.27274326758925
466,30.9,44.1,5,0,0,0,0,0,0,7,13,283.7111028652871
467,36.9,44.1,5,0,0,0,0,0,0,0,14,179.41120463654806
468,35.9,44.1,5,0,0,0,0,0,0,1,14,196.61892359048943
469,34.9,44.1,5,0,0,0,0,0,0,2,14,213.97051413281588
470,33.9,44.1,5,0,0,0,0,0,0,3,14,231.46597626403673
471,32.9,44.1,5,0,0,0,0,0,0,4,14,249.10530998339527
472,31.9,44.1,5,0,0,0,0,0,0,5,14,266.88851529126987
473,30.9,44.1,5,0,0,0,0,0,0,6,14,284.81559218734037
474,35.9,44.1,5,0,0,0,0,0,0,0,15,195.1514299500268
475,34.9,44.1,5,0,0,0,0,0,0,1,15,212.99173779092962
476,33.9,44.1,5,0,0,0,0,0,0,2,15,230.97591722023208
477,32.9,44.1,5,0,0,0,0,0,0,3,15,249.1039682381961
478,31.9,44.1,5,0,0,0,0,0,0,4,15,267.3758908439777
479,30.9,44.1,5,0,0,0,0,0,0,5,15,285.79168503847905
480,34.9,44.1,5,0,0,0,0,0,0,0,16,211.88456497868174
481,33.9,44.1,5,0,0,0,0,0,0,1,16,230.35746170650236
482,32.9,44.1,5,0,0,0,0,0,0,2,16,248.9742300226062
483,31.9,44.1,5,0,0,0,0,0,0,3,16,267.7348699271388
484,30.9,44.1,5,0,0,0,0,0,0,4,16,286.63938141977997
485,33.9,44.1,5,0,0,0,0,0,0,0,17,229.61060972244013
486,32.9,44.1,5,0,0,0,0,0,0,1,17,248.7160953368002
487,31.9,44.1,5,0,0,0,0,0,0,2,17,267.96545253979275
488,30.9,44.1,5,0,0,0,0,0,0,3,17,287.3586813309812
489,32.9,44.1,5,0,0,0,0,0,0,0,18,248.3295641808072
490,31.9,44.1,5,0,0,0,0,0,0,1,18,268.067638682347
491,30.9,44.1,5,0,0,0,0,0,0,2,18,287.94958477199543
492,31.9,44.1,5,0,0,0,0,0,0,0,19,268.04142835448147
493,30.9,44.1,5,0,0,0,0,0,0,1,19,288.4120917425025
494,30.9,44.1,5,0,0,0,0,0,0,0,20,288.7462022425898
495,39.8,44.2,5,0,0,0,0,0,0,11,0,157.63673808376188
496,38.8,44.2,5,0,0,0,0,0,0,12,0,167.12951262589195
497,37.8,44.2,5,0,0,0,0,0,0,13,0,176.76615875624702
498,36.8,44.2,5,0,0,0,0,0,0,14,0,186.54667647526367
499,35.8,44.2,5,0,0,0,0,0,0,15,0,196.47106578279636
500,34.8,44.2,5,0,0,0,0,0,0,16,0,206.53932667867048
501,33.8,44.2,5,0,0,0,0,0,0,17,0,216.7514591627987
502,32.8,44.2,5,0,0,0,0,0,0,18,0,227.10746323526837
503,31.8,44.2,5,0,0,0,0,0,0,19,0,237.60733889602125
504,30.8,44.2,5,0,0,0,0,0,0,20,0,248.25108614662895
505,39.8,44.2,5,0,0,0,0,0,0,10,1,156.08336918079294
506,38.8,44.2,5,0,0,0,0,0,0,11,1,166.06486102141207
507,37.8,44.2,5,0,0,0,0,0,0,12,1,176.19022445048904
508,36.8,44.2,5,0,0,0,0,0,0,13,1,186.45945946744177
509,35.8,44.2,5,0,0,0,0,0,0,14,1,196.8725660732016
510,34.8,44.2,5,0,0,0,0,0,0,15,1,207.42954426739016
511,33.8,44.2,5,0,0,0,0,0,0,16,1,218.13039405003656
512,32.8,44.2,5,0,0,0,0,0,0,17,1,228.9751154212281
513,31.8,44.2,5,0,0,0,0,0,0,18,1,239.96370838035364
514,30.8,44.2,5,0,0,0,0,0,0,19,1,251.09617292840267
515,39.8,44.2,5,0,0,0,0,0,0,9,2,154.40160380756424
516,38.8,44.2,5,0,0,0,0,0,0,10,2,164.87181294657057
517,37.8,44.2,5,0,0,0,0,0,0,11,2,175.48589367393288
518,36.8,44.2,5,0,0,0,0,0,0,12,2,186.2438459896075
519,35.8,44.2,5,0,0,0,0,0,0,13,2,197.14566989356535
520,34.8,44.2,5,0,0,0,0,0,0,14,2,208.19136538621387
521,33.8,44.2,5,0,0,0,0,0,0,15,2,219.38093246717472
522,32.8,44.2,5,0,0,0,0,0,0,16,2,230.7143711365061
523,31.8,44.2,5,0,0,0,0,0,0,17,2,242.19168139470275
524,30.8,44.2,5,0,0,0,0,0,0,18,2,253.8128632408916
525,39.8,44.2,5,0,0,0,0,0,0,8,3,152.59144196436682
526,38.8,44.2,5,0,0,0,0,0,0,9,3,163.55036840157118
527,37.8,44.2,5,0,0,0,0,0,0,10,3,174.6531664271606
528,36.8,44.2,5,0,0,0,0,0,0,11,3,185.899836041237
529,35.8,44.2,5,0,0,0,0,0,0,12,3,197.29037724397494
530,34.8,44.2,5,0,0,0,0,0,0,13,3,208.82479003502522
531,33.8,44.2,5,0,0,0,0,0,0,14,3,220.50307441400946
532,32.8,44.2,5,0,0,0,0,0,0,15,3,232.32523038197542
533,31.8,44.2,5,0,0,0,0,0,0,16,3,244.2912579383701
534,30.8,44.2,5,0,0,0,0,0,0,17,3,256.4011570823495
535,39.8,44.2,5,0,0,0,0,0,0,7,4,150.65288365082233
536,38.8,44.2,5,0,0,0,0,0,0,8,4,162.10052738648665
537,37.8,44.2,5,0,0,0,0,0,0,9,4,173.6920427106088
538,36.8,44.2,5,0,0,0,0,0,0,10,4,185.42742962262128
539,35.8,44.2,5,0,0,0,0,0,0,11,4,197.30668812370277
540,34.8,44.2,5,0,0,0,0,0,0,12,4,209.32981821300928
541,33.8,44.2,5,0,0,0,0,0,0,13,4,221.49681989083183
542,32.8,44.2,5,0,0,0,0,0,0,14,4,233.80769315711223
543,31.8,44.2,5,0,0,0,0,0,0,15,4,246.2624380112975
544,30.8,44.2,5,0,0,0,0,0,0,16,4,258.86105445440626
545,39.8,44.2,5,0,0,0,0,0,0,6,5,148.58592886691622
546,38.8,44.2,5,0,0,0,0,0,0,7,5,160.52228990089498
547,37.8,44.2,5,0,0,0,0,0,0,8,5,172.6025225232588
548,36.8,44.2,5,0,0,0,0,0,0,9,5,184.8266267341387
549,35.8,44.2,5,0,0,0,0,0,0,10,5,197.19460253341822
550,34.8,44.2,5,0,0,0,0,0,0,11,5,209.70644992106827
551,33.8,44.2,5,0,0,0,0,0,0,12,5,222.36216889705975
552,32.8,44.2,5,0,0,0,0,0,0,13,5,235.16175946191652
553,31.8,44.2,5,0,0,0,0,0,0,14,5,248.10522161482368
554,30.8,44.2,5,0,0,0,0,0,0,15,5,261.192555355723
555,39.8,44.2,5,0,0,0,0,0,0,5,6,146.39057761286676
556,38.8,44.2,5,0,0,0,0,0,0,6,6,158.81565594532003
557,37.8,44.2,5,0,0,0,0,0,0,7,6,171.38460586610017
558,36.8,44.2,5,0,0,0,0,0,0,8,6,184.0974273752363
559,35.8,44.2,5,0,0,0,0,0,0,9,6,196.95412047297577
560,34.8,44.2,5,0,0,0,0,0,0,10,6,209.95468515882385
561,33.8,44.2,5,0,0,0,0,0,0,11,6,223.09912143321708
562,32.8,44.2,5,0,0,0,0,0,0,12,6,236.38742929662112
563,31.8,44.2,5,0,0,0,0,0,0,13,6,249.8196087477263
564,30.8,44.2,5,0,0,0,0,0,0,14,6,263.39565978752216
565,39.8,44.2,5,0,0,0,0,0,0,4,7,144.06682988864486
566,38.8,44.2,5,0,0,0,0,0,0,5,7,156.98062551941257
567,37.8,44.2,5,0,0,0,0,0,0,6,7,170.03829273844894
568,36.8,44.2,5,0,0,0,0,0,0,7,7,183.23983154608868
569,35.8,44.2,5,0,0,0,0,0,0,8,7,196.58524194225902
570,34.8,44.2,5,0,0,0,0,0,0,9,7,210.07452392650885
571,33.8,44.2,5,0,0,0,0,0,0,10,7,223.70767749947845
572,32.8,44.2,5,0,0,0,0,0,0,11,7,237.48470266067307
573,31.8,44.2,5,0,0,0,0,0,0,12,7,251.40559941058746
574,30.8,44.2,5,0,0,0,0,0,0,13,7,265.47036774863955
575,39.8,44.2,5,0,0,0,0,0,0,3,8,141.61468569393037
576,38.8,44.2,5,0,0,0,0,0,0,4,8,155.01719862315804
577,37.8,44.2,5,0,0,0,0,0,0,5,8,168.56358314066892
578,36.8,44.2,5,0,0,0,0,0,0,6,8,182.25383924687048
579,35.8,44.2,5,0,0,0,0,0,0,7,8,196.0879669408605
580,34.8,44.2,5,0,0,0,0,0,0,8,8,210.06596622397774
581,33.8,44.2,5,0,0,0,0,0,0,9,8,224.1878370952909
582,32.8,44.2,5,0,0,0,0,0,0,10,8,238.45357955506188
583,31.8,44.2,5,0,0,0,0,0,0,11,8,252.86319360305788
584,30.8,44.2,5,0,0,0,0,0,0,12,8,267.41667923971545
585,39.8,44.2,5,0,0,0,0,0,0,2,9,139.03414502939268
586,38.8,44.2,5,0,0,0,0,0,0,3,9,152.92537525689113
587,37.8,44.2,5,0,0,0,0,0,0,4,9,166.96047707265825
588,36.8,44.2,5,0,0,0,0,0,0,5,9,181.13945047699963
589,35.8,44.2,5,0,0,0,0,0,0,6,9,195.46229546974064
590,34.8,44.2,5,0,0,0,0,0,0,7,9,209.9290120510559
591,33.8,44.2,5,0,0,0,0,0,0,8,9,224.53960022056708
592,32.8,44.2,5,0,0,0,0,0,0,9,9,239.29405997882714
593,31.8,44.2,5,0,0,0,0,0,0,10,9,254.19239132519579
594,30.8,44.2,5,0,0,0,0,0,0,11,9,269.2345942602842
595,39.8,44.2,5,0,0,0,0,0,0,1,10,136.32520789434784
596,38.8,44.2,5,0,0,0,0,0,0,2,10,150.70515542021894
597,37.8,44.2,5,0,0,0,0,0,0,3,10,165.22897453448968
598,36.8,44.2,5,0,0,0,0,0,0,4,10,179.8966652372037
599,35.8,44.2,5,0,0,0,0,0,0,5,10,194.70822752831737
600,34.8,44.2,5,0,0,0,0,0,0,6,10,209.66366140794707
601,33.8,44.2,5,0,0,0,0,0,0,7,10,224.7629668759473
602,32.8,44.2,5,0,0,0,0,0,0,8,10,240.0061439325218
603,31.8,44.2,5,0,0,0,0,0,0,9,10,255.39319257740863
604,30.8,44.2,5,0,0,0,0,0,0,10,10,270.9241128107533
605,39.8,44.2,5,0,0,0,0,0,0,0,11,133.4878742890869
606,38.8,44.2,5,0,0,0,0,0,0,1,11,148.35653911324334
607,37.8,44.2,5,0,0,0,0,0,0,2,11,163.3690755259595
608,36.8,44.2,5,0,0,0,0,0,0,3,11,178.52548352713347
609,35.8,44.2,5,0,0,0,0,0,0,4,11,193.8257631167653
610,34.8,44.2,5,0,0,0,0,0,0,5,11,209.26991429491318
611,33.8,44.2,5,0,0,0,0,0,0,6,11,224.85793706108234
612,32.8,44.2,5,0,0,0,0,0,0,7,11,240.58983141582576
613,31.8,44.2,5,0,0,0,0,0,0,8,11,256.4655973590852
614,30.8,44.2,5,0,0,0,0,0,0,9,11,272.48523489094805
615,38.8,44.2,5,0,0,0,0,0,0,0,12,145.87952633625537
616,37.8,44.2,5,0,0,0,0,0,0,1,12,161.38078004738782
617,36.8,44.2,5,0,0,0,0,0,0,2,12,177.02590534674528
618,35.8,44.2,5,0,0,0,0,0,0,3,12,192.8149022348225
619,34.8,44.2,5,0,0,0,0,0,0,4,12,208.74777071090648
620,33.8,44.2,5,0,0,0,0,0,0,5,12,224.82451077588485
621,32.8,44.2,5,0,0,0,0,0,0,6,12,241.04512242923374
622,31.8,44.2,5,0,0,0,0,0,0,7,12,257.40960567080765
623,30.8,44.2,5,0,0,0,0,0,0,8,12,273.91796050046105
624,37.8,44.2,5,0,0,0,0,0,0,0,13,159.26408809838176
625,36.8,44.2,5,0,0,0,0,0,0,1,13,175.3979306963156
626,35.8,44.2,5,0,0,0,0,0,0,2,13,191.67564488264907
627,34.8,44.2,5,0,0,0,0,0,0,3,13,208.09723065720755
628,33.8,44.2,5,0,0,0,0,0,0,4,13,224.66268802035484
629,32.8,44.2,5,0,0,0,0,0,0,5,13,241.37201697181445
630,31.8,44.2,5,0,0,0,0,0,0,6,13,258.22521751228487
631,30.8,44.2,5,0,0,0,0,0,0,7,13,275.2222896403691
632,36.8,44.2,5,0,0,0,0,0,0,0,14,173.641559575437
633,35.8,44.2,5,0,0,0,0,0,0,1,14,190.40799106030317
634,34.8,44.2,5,0,0,0,0,0,0,2,14,207.31829413332161
635,33.8,44.2,5,0,0,0,0,0,0,3,14,224.37246879463783
636,32.8,44.2,5,0,0,0,0,0,0,4,14,241.57051504487754
637,31.8,44.2,5,0,0,0,0,0,0,5,14,258.9124328830803
638,30.8,44.2,5,0,0,0,0,0,0,6,14,276.39822230959544
639,35.8,44.2,5,0,0,0,0,0,0,0,15,189.01194076753745
640,34.8,44.2,5,0,0,0,0,0,0,1,15,206.41096113907406
641,33.8,44.2,5,0,0,0,0,0,0,2,15,223.95385309899575
642,32.8,44.2,5,0,0,0,0,0,0,3,15,241.64061664714245
643,31.8,44.2,5,0,0,0,0,0,0,4,15,259.4712517839216
644,30.8,44.2,5,0,0,0,0,0,0,5,15,277.44575850924593
645,34.8,44.2,5,0,0,0,0,0,0,0,16,205.37523167469772
646,33.8,44.2,5,0,0,0,0,0,0,1,16,223.40684093273012
647,32.8,44.2,5,0,0,0,0,0,0,2,16,241.58232177933678
648,31.8,44.2,5,0,0,0,0,0,0,3,16,259.9016742146632
649,30.8,44.2,5,0,0,0,0,0,0,4,16,278.364898238302
650,33.8,44.2,5,0,0,0,0,0,0,0,17,222.73143229668494
651,32.8,44.2,5,0,0,0,0,0,0,1,17,241.39563044154784
652,31.8,44.2,5,0,0,0,0,0,0,2,17,260.2037001751014
653,30.8,44.2,5,0,0,0,0,0,0,3,17,279.1556414970255
654,32.8,44.2,5,0,0,0,0,0,0,0,18,241.0805426335137
655,31.8,44.2,5,0,0,0,0,0,0,1,18,260.3773296654399
656,30.8,44.2,5,0,0,0,0,0,0,2,18,279.81798828576575
657,31.8,44.2,5,0,0,0,0,0,0,0,19,260.42256268518395
658,30.8,44.2,5,0,0,0,0,0,0,1,19,280.3519386035914
659,30.8,44.2,5,0,0,0,0,0,0,0,20,280.7574924516957
660,39.7,44.3,5,0,0,0,0,0,0,11,0,152.2172942655452
661,38.7,44.3,5,0,0,0,0,0,0,12,0,161.2687813382363
662,37.7,44.3,5,0,0,0,0,0,0,13,0,170.46413999938522
663,36.7,44.3,5,0,0,0,0,0,0,14,0,179.80337024887558
664,35.7,44.3,5,0,0,0,0,0,0,15,0,189.2864720869984
665,34.7,44.3,5,0,0,0,0,0,0,16,0,198.9134455131425
666,33.7,44.3,5,0,0,0,0,0,0,17,0,208.6842905280064
667,32.7,44.3,5,0,0,0,0,0,0,18,0,218.59900713159004
668,31.7,44.3,5,0,0,0,0,0,0,19,0,228.6575953233405
669,30.7,44.3,5,0,0,0,0,0,0,20,0,238.86005510290852
670,39.7,44.3,5,0,0,0,0,0,0,10,1,150.73536871024407
671,38.7,44.3,5,0,0,0,0,0,0,11,1,160.27557308142423
672,37.7,44.3,5,0,0,0,0,0,0,12,1,169.9596490409167
673,36.7,44.3,5,0,0,0,0,0,0,13,1,179.7875965887506
674,35.7,44.3,5,0,0,0,0,0,0,14,1,189.7594157255371
675,34.7,44.3,5,0,0,0,0,0,0,15,1,199.87510645008297
676,33.7,44.3,5,0,0,0,0,0,0,16,1,210.13466876302846
677,32.7,44.3,5,0,0,0,0,0,0,17,1,220.53810266504297
678,31.7,44.3,5,0,0,0,0,0,0,18,1,231.08540815487504
679,30.7,44.3,5,0,0,0,0,0,0,19,1,241.776585233456
680,39.7,44.3,5,0,0,0,0,0,0,9,2,149.12504668495967
681,38.7,44.3,5,0,0,0,0,0,0,10,2,159.15396835454158
682,37.7,44.3,5,0,0,0,0,0,0,11,2,169.3267616124067
683,36.7,44.3,5,0,0,0,0,0,0,12,2,179.64342645875877
684,35.7,44.3,5,0,0,0,0,0,0,13,2,190.10396289345226
685,34.7,44.3,5,0,0,0,0,0,0,14,2,200.7083709166327
686,33.7,44.3,5,0,0,0,0,0,0,15,2,211.4566505283001
687,32.7,44.3,5,0,0,0,0,0,0,16,2,222.3488017282216
688,31.7,44.3,5,0,0,0,0,0,0,17,2,233.38482451700838
689,30.7,44.3,5,0,0,0,0,0,0,18,2,244.5647188933799
690,39.7,44.3,5,0,0,0,0,0,0,8,3,147.38632818928454
691,38.7,44.3,5,0,0,0,0,0,0,9,3,157.9039671573264
692,37.7,44.3,5,0,0,0,0,0,0,10,3,168.56547771356418
693,36.7,44.3,5,0,0,0,0,0,0,11,3,179.37085985814338
694,35.7,44.3,5,0,0,0,0,0,0,12,3,190.32011359123862
695,34.7,44.3,5,0,0,0,0,0,0,13,3,201.41323891302454
696,33.7,44.3,5,0,0,0,0,0,0,14,3,212.6502358231519
697,32.7,44.3,5,0,0,0,0,0,0,15,3,224.0311043212423
698,31.7,44.3,5,0,0,0,0,0,0,16,3,235.55584440863458
699,30.7,44.3,5,0,0,0,0,0,0,17,3,247.22445608285489
700,39.7,44.3,5,0,0,0,0,0,0,7,4,145.51921322353883
701,38.7,44.3,5,0,0,0,0,0,0,8,4,156.52556948977872
702,37.7,44.3,5,0,0,0,0,0,0,9,4,167.67579734436003
703,36.7,44.3,5,0,0,0,0,0,0,10,4,178.9698967875447
704,35.7,44.3,5,0,0,0,0,0,0,11,4,190.4078678189253
705,34.7,44.3,5,0,0,0,0,0,0,12,4,201.98971043885103
706,33.7,44.3,5,0,0,0,0,0,0,13,4,213.71542464749655
707,32.7,44.3,5,0,0,0,0,0,0,14,4,225.5850104445126
708,31.7,44.3,5,0,0,0,0,0,0,15,4,237.59846782975364
709,30.7,44.3,5,0,0,0,0,0,0,16,4,249.7557968030451
710,39.7,44.3,5,0,0,0,0,0,0,6,5,143.52370178728597
711,38.7,44.3,5,0,0,0,0,0,0,7,5,155.0187753520877
712,37.7,44.3,5,0,0,0,0,0,0,8,5,166.6577205049689
713,36.7,44.3,5,0,0,0,0,0,0,9,5,178.440537246468
714,35.7,44.3,5,0,0,0,0,0,0,10,5,190.36722557622124
715,34.7,44.3,5,0,0,0,0,0,0,11,5,202.43778549469425
716,33.7,44.3,5,0,0,0,0,0,0,12,5,214.6522170015087
717,32.7,44.3,5,0,0,0,0,0,0,13,5,227.01052009675186
718,31.7,44.3,5,0,0,0,0,0,0,14,5,239.51269478030736
719,30.7,44.3,5,0,0,0,0,0,0,15,5,252.15874105220428
720,39.7,44.3,5,0,0,0,0,0,0,5,6,141.39979388113716
721,38.7,44.3,5,0,0,0,0,0,0,6,6,153.383584744166
722,37.7,44.3,5,0,0,0,0,0,0,7,6,165.51124719557993
723,36.7,44.3,5,0,0,0,0,0,0,8,6,177.78278123534983
724,35.7,44.3,5,0,0,0,0,0,0,9,6,190.19818686353392
725,34.7,44.3,5,0,0,0,0,0,0,10,6,202.75746408035047
726,33.7,44.3,5,0,0,0,0,0,0,11,6,215.46061288550845
727,32.7,44.3,5,0,0,0,0,0,0,12,6,228.30763327912427
728,31.7,44.3,5,0,0,0,0,0,0,13,6,241.29852526111063
729,30.7,44.3,5,0,0,0,0,0,0,14,6,254.43328883167123
730,39.7,44.3,5,0,0,0,0,0,0,4,7,139.14748950458306
731,38.7,44.3,5,0,0,0,0,0,0,5,7,151.61999766601366
732,37.7,44.3,5,0,0,0,0,0,0,6,7,164.23637741575658
733,36.7,44.3,5,0,0,0,0,0,0,7,7,176.99662875387003
734,35.7,44.3,5,0,0,0,0,0,0,8,7,189.9007516806887
735,34.7,44.3,5,0,0,0,0,0,0,9,7,202.9487461959361
736,33.7,44.3,5,0,0,0,0,0,0,10,7,216.14061229903018
737,32.7,44.3,5,0,0,0,0,0,0,11,7,229.47634999125148
738,31.7,44.3,5,0,0,0,0,0,0,12,7,242.95595927111572
739,30.7,44.3,5,0,0,0,0,0,0,13,7,256.5794401402236
740,39.7,44.3,5,0,0,0,0,0,0,3,8,136.76678865782742
741,38.7,44.3,5,0,0,0,0,0,0,4,8,149.72801411751425
742,37.7,44.3,5,0,0,0,0,0,0,5,8,162.83311116568802
743,36.7,44.3,5,0,0,0,0,0,0,6,8,176.08207980231964
744,35.7,44.3,5,0,0,0,0,0,0,7,8,189.47492002745275
745,34.7,44.3,5,0,0,0,0,0,0,8,8,203.0116318408982
746,33.7,44.3,5,0,0,0,0,0,0,9,8,216.69221524268505
747,32.7,44.3,5,0,0,0,0,0,0,10,8,230.51667023313348
748,31.7,44.3,5,0,0,0,0,0,0,11,8,244.48499681195244
749,30.7,44.3,5,0,0,0,0,0,0,12,8,258.5971949790255
750,39.7,44.3,5,0,0,0,0,0,0,2,9,134.25769134085567
751,38.7,44.3,5,0,0,0,0,0,0,3,9,147.70763409878418
752,37.7,44.3,5,0,0,0,0,0,0,4,9,161.30144844547613
753,36.7,44.3,5,0,0,0,0,0,0,5,9,175.0391343804804
754,35.7,44.3,5,0,0,0,0,0,0,6,9,188.92069190376787
755,34.7,44.3,5,0,0,0,0,0,0,7,9,202.94612101564417
756,33.7,44.3,5,0,0,0,0,0,0,8,9,217.115421715891
757,32.7,44.3,5,0,0,0,0,0,0,9,9,231.4285940048867
758,31.7,44.3,5,0,0,0,0,0,0,10,9,245.88563788196188
759,30.7,44.3,5,0,0,0,0,0,0,11,9,260.48655334761133
760,39.7,44.3,5,0,0,0,0,0,0,1,10,131.6201975534932
761,38.7,44.3,5,0,0,0,0,0,0,2,10,145.55885760996898
762,37.7,44.3,5,0,0,0,0,0,0,3,10,159.6413892549317
763,36.7,44.3,5,0,0,0,0,0,0,4,10,173.86779248829407
764,35.7,44.3,5,0,0,0,0,0,0,5,10,188.23806731004152
765,34.7,44.3,5,0,0,0,0,0,0,6,10,202.7522137206397
766,33.7,44.3,5,0,0,0,0,0,0,7,10,217.41023171908455
767,32.7,44.3,5,0,0,0,0,0,0,8,10,232.21212130607455
