,Ti,Ni,Cu,Fe,Pd,Co,Mn,Cr,Nb,Zr,Hf,hp
20819,36.5,49.5,0,0,0,0,0,0,0,12,2,200.1165240315604
20820,35.5,49.5,0,0,0,0,0,0,0,13,2,211.90802463458385
20821,34.5,49.5,0,0,0,0,0,0,0,14,2,223.84339682629798
20822,33.5,49.5,0,0,0,0,0,0,0,15,2,235.92264060641173
20823,32.5,49.5,0,0,0,0,0,0,0,16,2,248.14575597492512
20824,31.5,49.5,0,0,0,0,0,0,0,17,2,260.5127429316635
20825,30.5,49.5,0,0,0,0,0,0,0,18,2,273.02360147750005
20826,39.5,49.5,0,0,0,0,0,0,0,8,3,163.75763312556955
20827,38.5,49.5,0,0,0,0,0,0,0,9,3,175.60623626201414
20828,37.5,49.5,0,0,0,0,0,0,0,10,3,187.5987109868729
20829,36.5,49.5,0,0,0,0,0,0,0,11,3,199.73505729975295
20830,35.5,49.5,0,0,0,0,0,0,0,12,3,212.0152752016147
20831,34.5,49.5,0,0,0,0,0,0,0,13,3,224.43936469167238
20832,33.5,49.5,0,0,0,0,0,0,0,14,3,237.00732577004237
20833,32.5,49.5,0,0,0,0,0,0,0,15,3,249.7191584368702
20834,31.5,49.5,0,0,0,0,0,0,0,16,3,262.57486269203946
20835,30.5,49.5,0,0,0,0,0,0,0,17,3,275.5744385353173
20836,39.5,49.5,0,0,0,0,0,0,0,7,4,161.78161802855902
20837,38.5,49.5,0,0,0,0,0,0,0,8,4,174.1189384633326
20838,37.5,49.5,0,0,0,0,0,0,0,9,4,186.60013048636029
20839,36.5,49.5,0,0,0,0,0,0,0,10,4,199.22519409810775
20840,35.5,49.5,0,0,0,0,0,0,0,11,4,211.99412929828395
20841,34.5,49.5,0,0,0,0,0,0,0,12,4,224.90693608636502
20842,33.5,49.5,0,0,0,0,0,0,0,13,4,237.96361446328228
20843,32.5,49.5,0,0,0,0,0,0,0,14,4,251.16416442848276
20844,31.5,49.5,0,0,0,0,0,0,0,15,4,264.5085859821411
20845,30.5,49.5,0,0,0,0,0,0,0,16,4,277.996879123908
20846,39.5,49.5,0,0,0,0,0,0,0,6,5,159.67720646131784
20847,38.5,49.5,0,0,0,0,0,0,0,7,5,172.50324419453682
20848,37.5,49.5,0,0,0,0,0,0,0,8,5,185.47315351618454
20849,36.5,49.5,0,0,0,0,0,0,0,9,5,198.5869344258681
20850,35.5,49.5,0,0,0,0,0,0,0,10,5,211.84458692435874
20851,34.5,49.5,0,0,0,0,0,0,0,11,5,225.246111011249
20852,33.5,49.5,0,0,0,0,0,0,0,12,5,238.79150668650982
20853,32.5,49.5,0,0,0,0,0,0,0,13,5,252.48077395011205
20854,31.5,49.5,0,0,0,0,0,0,0,14,5,266.3139128019102
20855,30.5,49.5,0,0,0,0,0,0,0,15,5,280.29092324280646
20856,39.5,49.5,0,0,0,0,0,0,0,5,6,157.44439842409338
20857,38.5,49.5,0,0,0,0,0,0,0,6,6,170.75915345567046
20858,37.5,49.5,0,0,0,0,0,0,0,7,6,184.21778007541434
20859,36.5,49.5,0,0,0,0,0,0,0,8,6,197.82027828376158
20860,35.5,49.5,0,0,0,0,0,0,0,9,6,211.56664808071218
20861,34.5,49.5,0,0,0,0,0,0,0,10,6,225.45688946545124
20862,33.5,49.5,0,0,0,0,0,0,0,11,6,239.49100243934663
20863,32.5,49.5,0,0,0,0,0,0,0,12,6,253.6689870012924
20864,31.5,49.5,0,0,0,0,0,0,0,13,6,267.9908431516378
20865,30.5,49.5,0,0,0,0,0,0,0,14,6,282.4565708908485
20866,39.5,49.5,0,0,0,0,0,0,0,4,7,155.08319391649275
20867,38.5,49.5,0,0,0,0,0,0,0,5,7,168.88666624629695
20868,37.5,49.5,0,0,0,0,0,0,0,6,7,182.83401016460266
20869,36.5,49.5,0,0,0,0,0,0,0,7,7,196.92522567129345
20870,35.5,49.5,0,0,0,0,0,0,0,8,7,211.1603127666167
20871,34.5,49.5,0,0,0,0,0,0,0,9,7,225.53927144996123
20872,33.5,49.5,0,0,0,0,0,0,0,10,7,240.06210172196734
20873,32.5,49.5,0,0,0,0,0,0,0,11,7,254.72880358219845
20874,31.5,49.5,0,0,0,0,0,0,0,12,7,269.5393770315568
20875,30.5,49.5,0,0,0,0,0,0,0,13,7,284.493822067976
20876,39.5,49.5,0,0,0,0,0,0,0,3,8,152.59359293847228
20877,38.5,49.5,0,0,0,0,0,0,0,4,8,166.88578256676556
20878,37.5,49.5,0,0,0,0,0,0,0,5,8,181.3218437834148
20879,36.5,49.5,0,0,0,0,0,0,0,6,8,195.9017765884928
20880,35.5,49.5,0,0,0,0,0,0,0,7,8,210.62558098207228
20881,34.5,49.5,0,0,0,0,0,0,0,8,8,225.49325696393498
20882,33.5,49.5,0,0,0,0,0,0,0,9,8,240.50480453425553
20883,32.5,49.5,0,0,0,0,0,0,0,10,8,255.6602236929466
20884,31.5,49.5,0,0,0,0,0,0,0,11,8,270.95951444050297
20885,30.5,49.5,0,0,0,0,0,0,0,12,8,286.4026767758187
20886,39.5,49.5,0,0,0,0,0,0,0,2,9,149.97559549041034
20887,38.5,49.5,0,0,0,0,0,0,0,3,9,164.75650241717813
20888,37.5,49.5,0,0,0,0,0,0,0,4,9,179.68128093218547
20889,36.5,49.5,0,0,0,0,0,0,0,5,9,194.74993103538873
20890,35.5,49.5,0,0,0,0,0,0,0,6,9,209.962452727661
20891,34.5,49.5,0,0,0,0,0,0,0,7,9,225.31884600783815
20892,33.5,49.5,0,0,0,0,0,0,0,8,9,240.81911087664776
20893,32.5,49.5,0,0,0,0,0,0,0,9,9,256.4632473336824
20894,31.5,49.5,0,0,0,0,0,0,0,10,9,272.2512553791166
20895,30.5,49.5,0,0,0,0,0,0,0,11,9,288.1831350133871
20896,39.5,49.5,0,0,0,0,0,0,0,1,10,147.2292015720741
20897,38.5,49.5,0,0,0,0,0,0,0,2,10,162.49882579714176
20898,37.5,49.5,0,0,0,0,0,0,0,3,10,177.91232161055086
20899,36.5,49.5,0,0,0,0,0,0,0,4,10,193.4696890123014
20900,35.5,49.5,0,0,0,0,0,0,0,5,10,209.17092800250975
20901,34.5,49.5,0,0,0,0,0,0,0,6,10,225.01603858123417
20902,33.5,49.5,0,0,0,0,0,0,0,7,10,241.0050207483
20903,32.5,49.5,0,0,0,0,0,0,0,8,10,257.1378745038528
20904,31.5,49.5,0,0,0,0,0,0,0,9,10,273.414599847747
20905,30.5,49.5,0,0,0,0,0,0,0,10,10,289.8351967802737
20906,39.5,49.5,0,0,0,0,0,0,0,0,11,144.35441118346353
20907,38.5,49.5,0,0,0,0,0,0,0,1,11,160.11275270670012
20908,37.5,49.5,0,0,0,0,0,0,0,2,11,176.01496581861284
20909,36.5,49.5,0,0,0,0,0,0,0,3,11,192.0610505190125
20910,35.5,49.5,0,0,0,0,0,0,0,4,11,208.25100680749165
20911,34.5,49.5,0,0,0,0,0,0,0,5,11,224.58483468470513
20912,33.5,49.5,0,0,0,0,0,0,0,6,11,241.06253415017272
20913,32.5,49.5,0,0,0,0,0,0,0,7,11,257.68410520403995
20914,31.5,49.5,0,0,0,0,0,0,0,8,11,274.4495478461904
20915,30.5,49.5,0,0,0,0,0,0,0,9,11,291.35886207653675
20916,38.5,49.5,0,0,0,0,0,0,0,0,12,157.59828314634797
20917,37.5,49.5,0,0,0,0,0,0,0,1,12,173.98921355664788
20918,36.5,49.5,0,0,0,0,0,0,0,2,12,190.52401555526012
20919,35.5,49.5,0,0,0,0,0,0,0,3,12,207.20268914219923
20920,34.5,49.5,0,0,0,0,0,0,0,4,12,224.02523431781447
20921,33.5,49.5,0,0,0,0,0,0,0,5,12,240.9916510815674
20922,32.5,49.5,0,0,0,0,0,0,0,6,12,258.10193943351624
20923,31.5,49.5,0,0,0,0,0,0,0,7,12,275.3560993746505
20924,30.5,49.5,0,0,0,0,0,0,0,8,12,292.75413090357324
20925,37.5,49.5,0,0,0,0,0,0,0,0,13,171.8350648242631
20926,36.5,49.5,0,0,0,0,0,0,0,1,13,188.85858412126254
20927,35.5,49.5,0,0,0,0,0,0,0,2,13,206.02597500669071
20928,34.5,49.5,0,0,0,0,0,0,0,3,13,223.337237480795
20929,33.5,49.5,0,0,0,0,0,0,0,4,13,240.79237154254224
20930,32.5,49.5,0,0,0,0,0,0,0,5,13,258.3913771933585
20931,31.5,49.5,0,0,0,0,0,0,0,6,13,276.13425443228334
20932,30.5,49.5,0,0,0,0,0,0,0,7,13,294.02100326051004
20933,36.5,49.5,0,0,0,0,0,0,0,0,14,187.06475621725258
20934,35.5,49.5,0,0,0,0,0,0,0,1,14,204.7208644009661
20935,34.5,49.5,0,0,0,0,0,0,0,2,14,222.52084417303558
20936,33.5,49.5,0,0,0,0,0,0,0,3,14,240.46469553365023
20937,32.5,49.5,0,0,0,0,0,0,0,4,14,258.5524184827227
20938,31.5,49.5,0,0,0,0,0,0,0,5,14,276.7840130200493
20939,30.5,49.5,0,0,0,0,0,0,0,6,14,295.15947914664866
20940,35.5,49.5,0,0,0,0,0,0,0,0,15,203.28735732505447
20941,34.5,49.5,0,0,0,0,0,0,0,1,15,221.57605439555482
20942,33.5,49.5,0,0,0,0,0,0,0,2,15,240.00862305494957
20943,32.5,49.5,0,0,0,0,0,0,0,3,15,258.5850633023074
20944,31.5,49.5,0,0,0,0,0,0,0,4,15,277.3053751377447
20945,30.5,49.5,0,0,0,0,0,0,0,5,15,296.16955856216373
20946,34.5,49.5,0,0,0,0,0,0,0,0,16,220.50286814762512
20947,33.5,49.5,0,0,0,0,0,0,0,1,16,239.4241541052761
20948,32.5,49.5,0,0,0,0,0,0,0,2,16,258.4893116511521
20949,31.5,49.5,0,0,0,0,0,0,0,3,16,277.69834078499116
20950,30.5,49.5,0,0,0,0,0,0,0,4,16,297.0512415077246
20951,33.5,49.5,0,0,0,0,0,0,0,0,17,238.71128868547385
20952,32.5,49.5,0,0,0,0,0,0,0,1,17,258.2651635298971
20953,31.5,49.5,0,0,0,0,0,0,0,2,17,277.9629099619051
20954,30.5,49.5,0,0,0,0,0,0,0,3,17,297.8045279830985
20955,32.5,49.5,0,0,0,0,0,0,0,0,18,257.912618938135
20956,31.5,49.5,0,0,0,0,0,0,0,1,18,278.0990826689522
20957,30.5,49.5,0,0,0,0,0,0,0,2,18,298.4294179882563
20958,31.5,49.5,0,0,0,0,0,0,0,0,19,278.10685890584136
20959,30.5,49.5,0,0,0,0,0,0,0,1,19,298.9259115232271
20960,30.5,49.5,0,0,0,0,0,0,0,0,20,299.2940085878363
20961,39.4,49.6,0,0,0,0,0,0,0,11,0,163.36518573467038
20962,38.4,49.6,0,0,0,0,0,0,0,12,0,173.30634950677631
20963,37.4,49.6,0,0,0,0,0,0,0,13,0,183.39138486684533
20964,36.4,49.6,0,0,0,0,0,0,0,14,0,193.6202918155759
20965,35.4,49.6,0,0,0,0,0,0,0,15,0,203.99307035264792
20966,34.4,49.6,0,0,0,0,0,0,0,16,0,214.5097204783815
20967,33.4,49.6,0,0,0,0,0,0,0,17,0,225.17024219228188
20968,32.4,49.6,0,0,0,0,0,0,0,18,0,235.9746354946983
20969,31.4,49.6,0,0,0,0,0,0,0,19,0,246.92290038551437
20970,30.4,49.6,0,0,0,0,0,0,0,20,0,258.0150368640898
20971,39.4,49.6,0,0,0,0,0,0,0,10,1,161.84580339625245
20972,38.4,49.6,0,0,0,0,0,0,0,11,1,172.2756844664109
20973,37.4,49.6,0,0,0,0,0,0,0,12,1,182.8494371252018
20974,36.4,49.6,0,0,0,0,0,0,0,13,1,193.56706137218862
20975,35.4,49.6,0,0,0,0,0,0,0,14,1,204.4285572077206
20976,34.4,49.6,0,0,0,0,0,0,0,15,1,215.43392463159398
20977,33.4,49.6,0,0,0,0,0,0,0,16,1,226.58316364430357
20978,32.4,49.6,0,0,0,0,0,0,0,17,1,237.8762742447434
20979,31.4,49.6,0,0,0,0,0,0,0,18,1,249.31325643422315
20980,30.4,49.6,0,0,0,0,0,0,0,19,1,260.89411021221895
20981,39.4,49.6,0,0,0,0,0,0,0,9,2,160.198024587502
20982,38.4,49.6,0,0,0,0,0,0,0,10,2,171.11662295623682
20983,37.4,49.6,0,0,0,0,0,0,0,11,2,182.17909291334217
20984,36.4,49.6,0,0,0,0,0,0,0,12,2,193.38543445858522
20985,35.4,49.6,0,0,0,0,0,0,0,13,2,204.73564759246074
20986,34.4,49.6,0,0,0,0,0,0,0,14,2,216.2297323148814
20987,33.4,49.6,0,0,0,0,0,0,0,15,2,227.86768862535246
20988,32.4,49.6,0,0,0,0,0,0,0,16,2,239.64951652486343
20989,31.4,49.6,0,0,0,0,0,0,0,17,2,251.575216012483
20990,30.4,49.6,0,0,0,0,0,0,0,18,2,263.6447870877455
20991,39.4,49.6,0,0,0,0,0,0,0,8,3,158.42184930847725
20992,38.4,49.6,0,0,0,0,0,0,0,9,3,169.8291649755265
20993,37.4,49.6,0,0,0,0,0,0,0,10,3,181.3803522310336
20994,36.4,49.6,0,0,0,0,0,0,0,11,3,193.07541107473662
20995,35.4,49.6,0,0,0,0,0,0,0,12,3,204.9143415071303
20996,34.4,49.6,0,0,0,0,0,0,0,13,3,216.89714352725423
20997,33.4,49.6,0,0,0,0,0,0,0,14,3,229.0238171367091
20998,32.4,49.6,0,0,0,0,0,0,0,15,3,241.29436233412707
20999,31.4,49.6,0,0,0,0,0,0,0,16,3,253.7087791201193
21000,30.4,49.6,0,0,0,0,0,0,0,17,3,266.2670674948022
21001,39.4,49.6,0,0,0,0,0,0,0,7,4,156.51727755930915
21002,38.4,49.6,0,0,0,0,0,0,0,8,4,168.41331052483292
21003,37.4,49.6,0,0,0,0,0,0,0,9,4,180.45321507833432
21004,36.4,49.6,0,0,0,0,0,0,0,10,4,192.63699122081744
21005,35.4,49.6,0,0,0,0,0,0,0,11,4,204.96463895135093
21006,34.4,49.6,0,0,0,0,0,0,0,12,4,217.43615827019676
21007,33.4,49.6,0,0,0,0,0,0,0,13,4,230.05154917770415
21008,32.4,49.6,0,0,0,0,0,0,0,14,4,242.81081167358207
21009,31.4,49.6,0,0,0,0,0,0,0,15,4,255.71394575829618
21010,30.4,49.6,0,0,0,0,0,0,0,16,4,268.7609514310607
21011,39.4,49.6,0,0,0,0,0,0,0,6,5,154.48430933989584
21012,38.4,49.6,0,0,0,0,0,0,0,7,5,166.86905960348668
21013,37.4,49.6,0,0,0,0,0,0,0,8,5,179.39768145568087
21014,36.4,49.6,0,0,0,0,0,0,0,9,5,192.070174896362
21015,35.4,49.6,0,0,0,0,0,0,0,10,5,204.88653992541367
21016,34.4,49.6,0,0,0,0,0,0,0,11,5,217.8467765431269
21017,33.4,49.6,0,0,0,0,0,0,0,12,5,230.95088474894874
21018,32.4,49.6,0,0,0,0,0,0,0,13,5,244.19886454293737
21019,31.4,49.6,0,0,0,0,0,0,0,14,5,257.59071592608234
21020,30.4,49.6,0,0,0,0,0,0,0,15,5,271.1264388971613
21021,39.4,49.6,0,0,0,0,0,0,0,5,6,152.3229446503101
21022,38.4,49.6,0,0,0,0,0,0,0,6,6,165.19641221231723
21023,37.4,49.6,0,0,0,0,0,0,0,7,6,178.21375136292772
21024,36.4,49.6,0,0,0,0,0,0,0,8,6,191.3749621020106
21025,35.4,49.6,0,0,0,0,0,0,0,9,6,204.68004442949314
21026,34.4,49.6,0,0,0,0,0,0,0,10,6,218.12899834511336
21027,33.4,49.6,0,0,0,0,0,0,0,11,6,231.7218238491041
21028,32.4,49.6,0,0,0,0,0,0,0,12,6,245.4585209423676
21029,31.4,49.6,0,0,0,0,0,0,0,13,6,259.33908962312853
21030,30.4,49.6,0,0,0,0,0,0,0,14,6,273.36352989269653
21031,39.4,49.6,0,0,0,0,0,0,0,4,7,150.03318349036272
21032,38.4,49.6,0,0,0,0,0,0,0,5,7,163.39536835072795
21033,37.4,49.6,0,0,0,0,0,0,0,6,7,176.90142479991482
21034,36.4,49.6,0,0,0,0,0,0,0,7,7,190.55135283709387
21035,35.4,49.6,0,0,0,0,0,0,0,8,7,204.34515246303636
21036,34.4,49.6,0,0,0,0,0,0,0,9,7,218.28282367714564
21037,33.4,49.6,0,0,0,0,0,0,0,10,7,232.36436647971277
21038,32.4,49.6,0,0,0,0,0,0,0,11,7,246.58978087070864
21039,31.4,49.6,0,0,0,0,0,0,0,12,7,260.9590668499586
21040,30.4,49.6,0,0,0,0,0,0,0,13,7,275.47222441789927
21041,39.4,49.6,0,0,0,0,0,0,0,3,8,147.61502586025745
21042,38.4,49.6,0,0,0,0,0,0,0,4,8,161.46592801908264
21043,37.4,49.6,0,0,0,0,0,0,0,5,8,175.46070176635112
21044,36.4,49.6,0,0,0,0,0,0,0,6,8,189.59934710213565
21045,35.4,49.6,0,0,0,0,0,0,0,7,8,203.88186402633437
21046,34.4,49.6,0,0,0,0,0,0,0,8,8,218.3082525387872
21047,33.4,49.6,0,0,0,0,0,0,0,9,8,232.87851263961056
21048,32.4,49.6,0,0,0,0,0,0,0,10,8,247.59264432941563
21049,31.4,49.6,0,0,0,0,0,0,0,11,8,262.45064760698006
21050,30.4,49.6,0,0,0,0,0,0,0,12,8,277.45252247387543
21051,39.4,49.6,0,0,0,0,0,0,0,2,9,145.06847175989242
21052,38.4,49.6,0,0,0,0,0,0,0,3,9,159.40809121711936
21053,37.4,49.6,0,0,0,0,0,0,0,4,9,173.8915822627605
21054,36.4,49.6,0,0,0,0,0,0,0,5,9,188.51894489696133
21055,35.4,49.6,0,0,0,0,0,0,0,6,9,203.29017911970732
21056,34.4,49.6,0,0,0,0,0,0,0,7,9,218.20528493021266
21057,33.4,49.6,0,0,0,0,0,0,0,8,9,233.2642623297579
21058,32.4,49.6,0,0,0,0,0,0,0,9,9,248.46711131723714
21059,31.4,49.6,0,0,0,0,0,0,0,10,9,263.81383189419284
21060,30.4,49.6,0,0,0,0,0,0,0,11,9,279.30442405847134
21061,39.4,49.6,0,0,0,0,0,0,0,1,10,142.39352118941315
21062,38.4,49.6,0,0,0,0,0,0,0,2,10,157.22185794489633
21063,37.4,49.6,0,0,0,0,0,0,0,3,10,172.19406628909928
21064,36.4,49.6,0,0,0,0,0,0,0,4,10,187.31014622152725
21065,35.4,49.6,0,0,0,0,0,0,0,5,10,202.5700977423403
21066,34.4,49.6,0,0,0,0,0,0,0,6,10,217.97392085194588
21067,33.4,49.6,0,0,0,0,0,0,0,7,10,233.52161554954364
21068,32.4,49.6,0,0,0,0,0,0,0,8,10,249.21318183554104
21069,31.4,49.6,0,0,0,0,0,0,0,9,10,265.04861970990896
21070,30.4,49.6,0,0,0,0,0,0,0,10,10,281.02792917366605
21071,39.4,49.6,0,0,0,0,0,0,0,0,11,139.59017414842674
21072,38.4,49.6,0,0,0,0,0,0,0,1,11,154.9072282024863
21073,37.4,49.6,0,0,0,0,0,0,0,2,11,170.36815384504735
21074,36.4,49.6,0,0,0,0,0,0,0,3,11,185.9729510754696
21075,35.4,49.6,0,0,0,0,0,0,0,4,11,201.7216198950191
21076,34.4,49.6,0,0,0,0,0,0,0,5,11,217.61416030296823
21077,33.4,49.6,0,0,0,0,0,0,0,6,11,233.65057229876402
21078,32.4,49.6,0,0,0,0,0,0,0,7,11,249.830855883396
21079,31.4,49.6,0,0,0,0,0,0,0,8,11,266.1550110563403
21080,30.4,49.6,0,0,0,0,0,0,0,9,11,282.62303781771334
21081,38.4,49.6,0,0,0,0,0,0,0,0,12,152.46420198971464
21082,37.4,49.6,0,0,0,0,0,0,0,1,12,168.41384493079386
21083,36.4,49.6,0,0,0,0,0,0,0,2,12,184.5073594599089
21084,35.4,49.6,0,0,0,0,0,0,0,3,12,200.74474557756912
21085,34.4,49.6,0,0,0,0,0,0,0,4,12,217.1260032838909
21086,33.4,49.6,0,0,0,0,0,0,0,5,12,233.65113257835037
21087,32.4,49.6,0,0,0,0,0,0,0,6,12,250.32013346118038
21088,31.4,49.6,0,0,0,0,0,0,0,7,12,267.1330059323809
21089,30.4,49.6,0,0,0,0,0,0,0,8,12,284.08974999189377
21090,37.4,49.6,0,0,0,0,0,0,0,0,13,166.33113954606233
21091,36.4,49.6,0,0,0,0,0,0,0,1,13,182.91337137363735
21092,35.4,49.6,0,0,0,0,0,0,0,2,13,199.63947478968475
21093,34.4,49.6,0,0,0,0,0,0,0,3,13,216.5094497942482
21094,33.4,49.6,0,0,0,0,0,0,0,4,13,233.52329638713854
21095,32.4,49.6,0,0,0,0,0,0,0,5,13,250.68101456857403
21096,31.4,49.6,0,0,0,0,0,0,0,6,13,267.98260433782707
21097,30.4,49.6,0,0,0,0,0,0,0,7,13,285.42806569620734
21098,36.4,49.6,0,0,0,0,0,0,0,0,14,181.19098681739706
21099,35.4,49.6,0,0,0,0,0,0,0,1,14,198.405807531788
21100,34.4,49.6,0,0,0,0,0,0,0,2,14,215.76449983456405
21101,33.4,49.6,0,0,0,0,0,0,0,3,14,233.26706372585613
21102,32.4,49.6,0,0,0,0,0,0,0,4,14,250.91349920557695
21103,31.4,49.6,0,0,0,0,0,0,0,5,14,268.7038062736683
21104,30.4,49.6,0,0,0,0,0,0,0,6,14,286.6379849300138
21105,35.4,49.6,0,0,0,0,0,0,0,0,15,197.0437438036024
21106,34.4,49.6,0,0,0,0,0,0,0,1,15,214.891153404722
21107,33.4,49.6,0,0,0,0,0,0,0,2,15,232.88243459432852
21108,32.4,49.6,0,0,0,0,0,0,0,3,15,251.01758737210184
21109,31.4,49.6,0,0,0,0,0,0,0,4,15,269.2966117388569
21110,30.4,49.6,0,0,0,0,0,0,0,5,15,287.7195076937205
21111,34.4,49.6,0,0,0,0,0,0,0,0,16,213.88941050472204
21112,33.4,49.6,0,0,0,0,0,0,0,1,16,232.3694089926721
21113,32.4,49.6,0,0,0,0,0,0,0,2,16,250.99327906919643
21114,31.4,49.6,0,0,0,0,0,0,0,3,16,269.76102073368384
21115,30.4,49.6,0,0,0,0,0,0,0,4,16,288.67263398724026
21116,33.4,49.6,0,0,0,0,0,0,0,0,17,231.7279869209451
21117,32.4,49.6,0,0,0,0,0,0,0,1,17,250.84057429552195
21118,31.4,49.6,0,0,0,0,0,0,0,2,17,270.0970332589641
21119,30.4,49.6,0,0,0,0,0,0,0,3,17,289.4973638106603
21120,32.4,49.6,0,0,0,0,0,0,0,0,18,250.5594730520388
21121,31.4,49.6,0,0,0,0,0,0,0,1,18,270.30464931344613
21122,30.4,49.6,0,0,0,0,0,0,0,2,18,290.1936971632531
21123,31.4,49.6,0,0,0,0,0,0,0,0,19,270.3838688978576
21124,30.4,49.6,0,0,0,0,0,0,0,1,19,290.7616340458335
21125,30.4,49.6,0,0,0,0,0,0,0,0,20,291.2011744590709
21126,39.3,49.7,0,0,0,0,0,0,0,11,0,157.84161757765105
21127,38.3,49.7,0,0,0,0,0,0,0,12,0,167.3414938802598
21128,37.3,49.7,0,0,0,0,0,0,0,13,0,176.98524177118088
21129,36.3,49.7,0,0,0,0,0,0,0,14,0,186.77286125023966
21130,35.3,49.7,0,0,0,0,0,0,0,15,0,196.70435231813462
21131,34.3,49.7,0,0,0,0,0,0,0,16,0,206.77971497405088
21132,33.3,49.7,0,0,0,0,0,0,0,17,0,216.99894921894884
21133,32.3,49.7,0,0,0,0,0,0,0,18,0,227.36205505166436
21134,31.3,49.7,0,0,0,0,0,0,0,19,0,237.86903247330338
21135,30.3,49.7,0,0,0,0,0,0,0,20,0,248.51988148340024
21136,39.3,49.7,0,0,0,0,0,0,0,10,1,156.39367858704645
21137,38.3,49.7,0,0,0,0,0,0,0,11,1,166.38227218782413
21138,37.3,49.7,0,0,0,0,0,0,0,12,1,176.51473737711785
21139,36.3,49.7,0,0,0,0,0,0,0,13,1,186.7910741546075
21140,35.3,49.7,0,0,0,0,0,0,0,14,1,197.2112825207878
21141,34.3,49.7,0,0,0,0,0,0,0,15,1,207.77536247551325
21142,33.3,49.7,0,0,0,0,0,0,0,16,1,218.48331401869655
21143,32.3,49.7,0,0,0,0,0,0,0,17,1,229.33513714990113
21144,31.3,49.7,0,0,0,0,0,0,0,18,1,240.33083186950535
21145,30.3,49.7,0,0,0,0,0,0,0,19,1,251.47039817768382
21146,39.3,49.7,0,0,0,0,0,0,0,9,2,154.81734312586195
21147,38.3,49.7,0,0,0,0,0,0,0,10,2,165.29465402508504
21148,37.3,49.7,0,0,0,0,0,0,0,11,2,175.9158365127223
21149,36.3,49.7,0,0,0,0,0,0,0,12,2,186.68089058890473
21150,35.3,49.7,0,0,0,0,0,0,0,13,2,197.5898162536032
21151,34.3,49.7,0,0,0,0,0,0,0,14,2,208.64261350629386
21152,33.3,49.7,0,0,0,0,0,0,0,15,2,219.83928234799532
21153,32.3,49.7,0,0,0,0,0,0,0,16,2,231.1798227778636
21154,31.3,49.7,0,0,0,0,0,0,0,17,2,242.664234795433
21155,30.3,49.7,0,0,0,0,0,0,0,18,2,254.29251840221696
21156,39.3,49.7,0,0,0,0,0,0,0,8,3,153.11261119476694
21157,38.3,49.7,0,0,0,0,0,0,0,9,3,164.07863939242088
21158,37.3,49.7,0,0,0,0,0,0,0,10,3,175.1885391783144
21159,36.3,49.7,0,0,0,0,0,0,0,11,3,186.44231055281125
21160,35.3,49.7,0,0,0,0,0,0,0,12,3,197.83995351559133
21161,34.3,49.7,0,0,0,0,0,0,0,13,3,209.38146806697478
21162,33.3,49.7,0,0,0,0,0,0,0,14,3,221.06685420672875
21163,32.3,49.7,0,0,0,0,0,0,0,15,3,232.89611193508608
21164,31.3,49.7,0,0,0,0,0,0,0,16,3,244.869241251552
21165,30.3,49.7,0,0,0,0,0,0,0,17,3,256.98624215635937
21166,39.3,49.7,0,0,0,0,0,0,0,7,4,151.2794827932812
21167,38.3,49.7,0,0,0,0,0,0,0,8,4,162.73422828907496
21168,37.3,49.7,0,0,0,0,0,0,0,9,4,174.33284537366126
21169,36.3,49.7,0,0,0,0,0,0,0,10,4,186.07533404650167
21170,35.3,49.7,0,0,0,0,0,0,0,11,4,197.9616943077417
21171,34.3,49.7,0,0,0,0,0,0,0,12,4,209.991926157556
21172,33.3,49.7,0,0,0,0,0,0,0,13,4,222.16602959562442
21173,32.3,49.7,0,0,0,0,0,0,0,14,4,234.48400462203426
21174,31.3,49.7,0,0,0,0,0,0,0,15,4,246.94585123687284
21175,30.3,49.7,0,0,0,0,0,0,0,16,4,259.5515694397618
21176,39.3,49.7,0,0,0,0,0,0,0,6,5,149.31795792163757
21177,38.3,49.7,0,0,0,0,0,0,0,7,5,161.2614207160659
21178,37.3,49.7,0,0,0,0,0,0,0,8,5,173.34875509885023
21179,36.3,49.7,0,0,0,0,0,0,0,9,5,185.57996106985956
21180,35.3,49.7,0,0,0,0,0,0,0,10,5,197.95503862967598
21181,34.3,49.7,0,0,0,0,0,0,0,11,5,210.4739877775719
21182,33.3,49.7,0,0,0,0,0,0,0,12,5,223.13680851375102
21183,32.3,49.7,0,0,0,0,0,0,0,13,5,235.94350083899917
21184,31.3,49.7,0,0,0,0,0,0,0,14,5,248.89406475238502
21185,30.3,49.7,0,0,0,0,0,0,0,15,5,261.9885002542869
21186,39.3,49.7,0,0,0,0,0,0,0,5,6,147.22803657969052
21187,38.3,49.7,0,0,0,0,0,0,0,6,6,159.66021667247696
21188,37.3,49.7,0,0,0,0,0,0,0,7,6,172.23626835353207
21189,36.3,49.7,0,0,0,0,0,0,0,8,6,184.95619162317598
21190,35.3,49.7,0,0,0,0,0,0,0,9,6,197.8199864810158
21191,34.3,49.7,0,0,0,0,0,0,0,10,6,210.8276529276045
21192,33.3,49.7,0,0,0,0,0,0,0,11,6,223.97919096273836
21193,32.3,49.7,0,0,0,0,0,0,0,12,6,237.27460058551515
21194,31.3,49.7,0,0,0,0,0,0,0,13,6,250.71388179785572
21195,30.3,49.7,0,0,0,0,0,0,0,14,6,264.2970345976064
